Time (s),Throttle,Rotation speed (rpm),Thrust (kgf),Torque (N⋅m),Voltage (V),Current (A),Electrical power (W),Mechanical power (W),Motor & ESC efficiency (%),Propeller efficiency (gf/W),Propulsion system efficiency (gf/W),Motor_Name,Propeller_Name
1.2704233500001,0.0,0.0,6.10504456797e-05,-0.0001273518140079,16.785275249481,0.037945974711329,0.6369336301395027,0.0,0.0,,,DYS Samguk Shu 2306 2500kv,DALPROP 5040 - Cyclone
22.82752045,1.0,27491.00000000032,1.06952234853788,0.092557911143423,14.70954750061,28.029468975067,412.3008053056224,266.4604154303775,64.62767280623206,4.013813259318181,2.5940341002853127,DYS Samguk Shu 2306 2500kv,DALPROP 5040 - Cyclone
29.80709345,0.9579487179487179,26861.000000000186,0.9990566765069622,0.08654189240315,14.697229480743,25.846414871216,379.8706906167501,243.43172829791965,64.08278772513063,4.104052842628157,2.6299914712685912,DYS Samguk Shu 2306 2500kv,DALPROP 5040 - Cyclone
36.83452545,0.9158974358974359,25982.99999999981,0.9280684580820872,0.079700158636985,14.793161821365,23.135697689056,342.25011976438566,216.8588234034163,63.36267275894829,4.279597405892164,2.711667299695892,DYS Samguk Shu 2306 2500kv,DALPROP 5040 - Cyclone
43.89641255,0.8738461538461538,24979.00000000018,0.8643024086785599,0.074984620483285,14.869691009521,20.786597900391,309.09028791797215,196.1443775757673,63.45860262934598,4.406460278703091,2.796278118282165,DYS Samguk Shu 2306 2500kv,DALPROP 5040 - Cyclone
50.9241502,0.8317948717948718,24128.00000000047,0.7956776892892069,0.068756027381718,14.931752567291,18.506053943634,276.3278184832827,173.7243590467955,62.86893588938657,4.58011584359841,2.8794700933715216,DYS Samguk Shu 2306 2500kv,DALPROP 5040 - Cyclone
58.01938475,0.7897435897435897,23224.000000000204,0.7428500847937982,0.063373387753062,14.987988433838,16.454300289154,246.6168624207374,154.12481369673029,62.495651020726925,4.819795508434458,3.012162580863869,DYS Samguk Shu 2306 2500kv,DALPROP 5040 - Cyclone
65.0624473,0.7476923076923077,22289.00000000004,0.6815908440887766,0.058235625079473,15.041006202698,14.463650131226,217.547851337424,135.92769224127588,62.481744317689206,5.014363393140903,3.133061714462104,DYS Samguk Shu 2306 2500kv,DALPROP 5040 - Cyclone
72.09725775,0.7066666666666667,21266.99999999996,0.6151774442387156,0.05325597349413,15.087692975998,12.72684679985,192.01875706869944,118.60504888054336,61.767428709117965,5.186772823291108,3.20373620593024,DYS Samguk Shu 2306 2500kv,DALPROP 5040 - Cyclone
79.16767525,0.6646153846153846,20102.999999999807,0.5435413740444597,0.046807127674834,15.142514715195,10.826821594238,163.94530530953992,98.5374869469046,60.10387840070144,5.516087236295548,3.315382364979689,DYS Samguk Shu 2306 2500kv,DALPROP 5040 - Cyclone
86.30614175,0.6225641025641026,19094.999999999967,0.4776904683341814,0.041415254251814,15.200123357773,9.11278881073,138.5155140564295,82.81492493782915,59.78747254556004,5.768168825761702,3.44864235308383,DYS Samguk Shu 2306 2500kv,DALPROP 5040 - Cyclone
93.37260635,0.5805128205128205,18062.00000000005,0.4208630938353566,0.036760670939288,15.244914016724,7.7308125257492,117.85557223445944,69.53090550278498,58.99670603988213,6.052892462597074,3.5710071730685784,DYS Samguk Shu 2306 2500kv,DALPROP 5040 - Cyclone
100.55959955,0.5384615384615384,16978.000000000156,0.3721786990838564,0.032858847390628,15.282987823486,6.5079595136642,99.46106600306985,58.420796338485005,58.73735189675311,6.370654328768226,3.741953651214328,DYS Samguk Shu 2306 2500kv,DALPROP 5040 - Cyclone
107.74616945,0.49641025641025643,15878.000000000404,0.3291651731325478,0.029391193326711,15.318269071579,5.4575716972351,83.60055173568134,48.869920780287885,58.45645724300865,6.735537276854346,3.9373564683312696,DYS Samguk Shu 2306 2500kv,DALPROP 5040 - Cyclone
115.03181465,0.4543589743589744,14803.999999999589,0.286130588026635,0.02581972099398,15.351335077286,4.4708854103088,68.6340600257997,40.027571263701226,58.32027312482282,7.148337483221494,4.168929944098861,DYS Samguk Shu 2306 2500kv,DALPROP 5040 - Cyclone
122.17356865,0.4123076923076923,13601.000000000073,0.235720134785467,0.021668377564402,15.388536071777,3.4961357903481,53.80041172160233,30.862126923621844,57.36410918808984,7.637844772294262,4.381381614795691,DYS Samguk Shu 2306 2500kv,DALPROP 5040 - Cyclone
129.3536536,0.37025641025641026,12315.999999999716,0.1892401743987192,0.017804220210648,15.423351335526,2.6530219340324,40.91848938943839,22.962610298121696,56.117932603955445,8.241230937677795,4.62480842334235,DYS Samguk Shu 2306 2500kv,DALPROP 5040 - Cyclone
136.52217225,0.3282051282051282,10963.999999999529,0.1488320944030836,0.014028051449528,15.452594823837,1.9736260902882,30.497644306977094,16.10627073055185,52.81152396044943,9.240630366455054,4.880117720076977,DYS Samguk Shu 2306 2500kv,DALPROP 5040 - Cyclone
143.69225525,0.28615384615384615,9593.000000000036,0.1128179337164067,0.010678584904088,15.477816896439,1.4281372666359,22.104447115971343,10.727456631760449,48.53076204746797,10.516745729121867,5.103856844937384,DYS Samguk Shu 2306 2500kv,DALPROP 5040 - Cyclone
150.89060205,0.2441025641025641,8209.00000000003,0.0798807029866886,0.0075739732204366,15.499589385986,1.0013530689478,15.52056139908783,6.510924193189615,41.95031368886097,12.268719557546584,5.146766339997428,DYS Samguk Shu 2306 2500kv,DALPROP 5040 - Cyclone
