Time (s),Throttle,Rotation speed (rpm),Thrust (kgf),Torque (N⋅m),Voltage (V),Current (A),Electrical power (W),Mechanical power (W),Motor & ESC efficiency (%),Propeller efficiency (gf/W),Propulsion system efficiency (gf/W),Motor_Name,Propeller_Name
0.29812199999884,0.0,0.0,0.0001192258489954,,22.204586117154,0.027716038615278,0.615423166259306,,,,,"https://database.tytorobotics.com/tests/9xz4/fl4004-cataloug-data-22vdc-1345-prop
",undefined
8.8175081999993,0.6333333333333333,3903.999999999984,0.3402458646583798,,22.182460747976,1.8734822664856,41.55844683834593,,,,8.18716507818178,"https://database.tytorobotics.com/tests/9xz4/fl4004-cataloug-data-22vdc-1345-prop
",undefined
12.982003999999,0.6693333333333333,4164.999999999973,0.3840583974685851,,22.178601947538,2.1521486802724,47.73164891168079,,,,8.04620008370587,"https://database.tytorobotics.com/tests/9xz4/fl4004-cataloug-data-22vdc-1345-prop
",undefined
17.013084799999,0.7066666666666667,4392.000000000041,0.4368206266833832,,22.172032683979,2.5200837150131,55.87537849563368,,,,7.817765864754154,"https://database.tytorobotics.com/tests/9xz4/fl4004-cataloug-data-22vdc-1345-prop
",undefined
21.000808599999,0.7426666666666667,4618.000000000012,0.4961476599320359,,22.165937738371,2.935379415539,65.06543736333333,,,,7.625364249247831,"https://database.tytorobotics.com/tests/9xz4/fl4004-cataloug-data-22vdc-1345-prop
",undefined
24.985451199999,0.78,4869.999999999971,0.5389057994561548,,22.160387282148,3.3036684143273,73.21057151329275,,,,7.361038007445501,"https://database.tytorobotics.com/tests/9xz4/fl4004-cataloug-data-22vdc-1345-prop
",undefined
29.107489599999,0.816,5070.000000000048,0.5983876707669796,,22.152261474696,3.7329364425218,82.69298414316441,,,,7.236256823565651,"https://database.tytorobotics.com/tests/9xz4/fl4004-cataloug-data-22vdc-1345-prop
",undefined
33.103046799999,0.8533333333333334,5274.000000000043,0.6445331447644405,,22.145896408392,4.2544857901458,94.21940157954468,,,,6.84076882212305,"https://database.tytorobotics.com/tests/9xz4/fl4004-cataloug-data-22vdc-1345-prop
",undefined
37.166604199999,0.8893333333333333,5531.000000000017,0.715399897624,,22.137699702571,4.9708998342023,110.04428778113048,,,,6.501018017826375,"https://database.tytorobotics.com/tests/9xz4/fl4004-cataloug-data-22vdc-1345-prop
",undefined
41.234237399999,0.9266666666666666,5744.000000000042,0.7859863861039805,,22.126868547712,5.6933657494092,125.97635553122318,,,,6.239157997463852,"https://database.tytorobotics.com/tests/9xz4/fl4004-cataloug-data-22vdc-1345-prop
",undefined
45.460479799999,0.9626666666666667,5921.000000000043,0.7927254453107331,,22.122478732559,5.9573446066952,131.7912293641396,,,,6.0150091105109125,"https://database.tytorobotics.com/tests/9xz4/fl4004-cataloug-data-22vdc-1345-prop
",undefined
49.510553599999,1.0,6042.999999999963,0.839384439812984,,22.115296861234,6.3526537107028,140.49082266881214,,,,5.97465673463752,"https://database.tytorobotics.com/tests/9xz4/fl4004-cataloug-data-22vdc-1345-prop
",undefined
