Time (s),Throttle,Rotation speed (rpm),Thrust (kgf),Torque (N⋅m),Voltage (V),Current (A),Electrical power (W),Mechanical power (W),Motor & ESC efficiency (%),Propeller efficiency (gf/W),Propulsion system efficiency (gf/W),Motor_Name,Propeller_Name
1.2382603499994,0.0,0.0,0.0008133380571181,-1.11904200224e-05,25.068250644453,0.0062795490710865,0.1574173100481384,0.0,0.0,,,KDE Direct KDE4014XF-380,T-Motor NS22x66
17.413292449999,1.0,4469.0000000000055,4.546256092947745,1.1509677464042,23.428837919433,37.013207120604,867.1764305070345,538.6443716161596,62.11473843923737,8.440181189134243,5.242596469428451,KDE Direct KDE4014XF-380,T-Motor NS22x66
22.3389679,0.9529411764705882,4315.999999999985,4.236534155445743,1.0669736472416,23.493729106683,32.932611274893,773.7098480680303,482.2405734554942,62.328348884230834,8.785105170825556,5.475611000718756,KDE Direct KDE4014XF-380,T-Motor NS22x66
27.263538099999,0.9047058823529411,4183.000000000031,3.947075266064559,0.99330283891719,23.572999873446,29.546143110373,696.4912278016401,435.1090929036331,62.47158263241639,9.07146122762998,5.667085396786479,KDE Direct KDE4014XF-380,T-Motor NS22x66
32.188817799999,0.8576470588235294,4044.999999999964,3.675163576659002,0.92611171395104,23.655969709283,26.554048605143,628.1617694620912,392.2929662290298,62.45094580731312,9.36841568174678,5.850664200411504,KDE Direct KDE4014XF-380,T-Motor NS22x66
37.114524799999,0.8094117647058824,3924.999999999956,3.408692971480169,0.86454853197082,23.74925398357,23.645811598473,561.5703852997806,355.3510939364001,63.27810426589797,9.59246511308123,6.069930075925429,KDE Direct KDE4014XF-380,T-Motor NS22x66
42.039776449999,0.7623529411764706,3777.999999999956,3.206539406842908,0.8085562852368,23.834913633323,21.174660961421,504.69621523036574,319.89012156755217,63.38270664889773,10.023877546233551,6.35340489997394,KDE Direct KDE4014XF-380,T-Motor NS22x66
46.964242849999,0.7141176470588235,3649.000000000015,2.940717261287596,0.74776059374009,23.930245323067,18.652458129848,446.3578989254981,285.73606255950324,64.01501199986508,10.291725989872926,6.588249627410387,KDE Direct KDE4014XF-380,T-Motor NS22x66
51.889893949999,0.6670588235294118,3503.0000000000177,2.744299789518032,0.69249663699904,24.026545130293,16.30007320723,391.6344445405914,254.03082810179032,64.8642711699637,10.80301871243119,7.007299352173288,KDE Direct KDE4014XF-380,T-Motor NS22x66
56.815009649999,0.6188235294117647,3346.999999999988,2.48100133198034,0.62524484014681,24.135095881584,13.606866534406,328.40302845580544,219.1464534828652,66.73094779707752,11.3212022944023,7.554745593079143,KDE Direct KDE4014XF-380,T-Motor NS22x66
61.740008449999,0.571764705882353,3217.000000000044,2.2613451639925968,0.57029725625285,24.204715974991,12.028930249371,291.1568401690027,192.1237084780256,65.98632831930273,11.770255643650776,7.766759533040658,KDE Direct KDE4014XF-380,T-Motor NS22x66
66.665059699999,0.5247058823529411,3049.999999999978,2.0142593855404245,0.5162983083686,24.286792170078,10.079369511906,244.7955525410816,164.90322888421466,67.36365394405628,12.21479651532305,8.228333254552865,KDE Direct KDE4014XF-380,T-Motor NS22x66
71.591085799999,0.4764705882352941,2877.9999999999923,1.7999668453299549,0.46108231112734,24.365666187134,8.4045692189079,204.78292803457143,138.96258007501115,67.85847893118878,12.95288878745878,8.789633308818031,KDE Direct KDE4014XF-380,T-Motor NS22x66
76.516514749999,0.4294117647058823,2701.9999999999936,1.536841484544773,0.39826922953575,24.442406992042,6.6297338252485,162.04665240563128,112.6913850218112,69.54255663345938,13.637612886267396,9.48394466488446,KDE Direct KDE4014XF-380,T-Motor NS22x66
81.441656049999,0.3811764705882353,2501.000000000009,1.3379028381198474,0.3431333700336,24.503217692307,5.3593709417029,131.32183287837051,89.8680390507391,68.43343340628998,14.887415506690576,10.187969576688785,KDE Direct KDE4014XF-380,T-Motor NS22x66
86.366482949999,0.3341176470588235,2297.0000000000146,1.1255228879595989,0.29129952258863,24.560297254166,4.1994955127062,103.14085810960052,70.06955930148139,67.9357924548421,16.062936590152113,10.912483264038633,KDE Direct KDE4014XF-380,T-Motor NS22x66
91.291781099999,0.2858823529411765,2079.999999999978,0.9050400992070788,0.2389191234864,24.615691844516,3.0374916548556,74.7699585562144,52.04066837819053,69.60103948575112,17.391016053636385,12.104327950464777,KDE Direct KDE4014XF-380,T-Motor NS22x66
96.217523449999,0.2388235294117647,1857.0000000000173,0.708643577754483,0.18945647685466,24.658754750207,2.1945324044294,54.11443635220665,36.84257519583366,68.08271078726908,19.23436605578592,13.09527781352538,KDE Direct KDE4014XF-380,T-Motor NS22x66
101.11826945,0.19058823529411764,1621.0000000000146,0.5373694035926846,0.14422759133707,24.697196589719,1.4766234214007,36.46845892731657,24.482737913079,67.13400739492255,21.94890969713052,14.735182659176472,KDE Direct KDE4014XF-380,T-Motor NS22x66
106.0433994,0.14352941176470588,1331.0000000000273,0.3335455352945297,0.087507190687271,24.730871456749,0.89613951949713,22.162311263996337,12.19692673295415,55.03454304772176,27.34668680048253,15.050124119337198,KDE Direct KDE4014XF-380,T-Motor NS22x66
110.96705435,0.09529411764705882,998.9999999999992,0.1827051734605497,0.067864126242248,24.759061701592,0.46794138714836,11.585789677134796,7.099607966816381,61.27858492742929,25.73454397968381,15.76976438827719,KDE Direct KDE4014XF-380,T-Motor NS22x66
