Time (s),Throttle,Rotation speed (rpm),Thrust (kgf),Torque (N⋅m),Voltage (V),Current (A),Electrical power (W),Mechanical power (W),Motor & ESC efficiency (%),Propeller efficiency (gf/W),Propulsion system efficiency (gf/W),Motor_Name,Propeller_Name
0.0,0.0,0.0,0.0001032134391242,-2.69417762043e-05,16.658145523071,-0.013788132499903,0.2296847176747689,0.0,0.0,,,T-Motor AS2820 KV880,Super CamFold 25x15 10x6
7.7504876000001,0.05,948.9999999999987,0.0065153912829067,0.0023377401161897,16.655861206055,0.086863684058189,1.4467894655198084,0.2323223863032497,16.057788077671688,28.04461243094404,4.503344431365365,T-Motor AS2820 KV880,Super CamFold 25x15 10x6
11.8754734,0.1,1584.9999999999932,0.0238847306949345,0.006061891185546,16.654291152954,0.20444428861141,3.40487470709298,1.0061576204121514,29.55050352707958,23.738557667685,7.014863320867073,T-Motor AS2820 KV880,Super CamFold 25x15 10x6
16.0014052,0.15,2275.0000000000387,0.0531991081490723,0.011606749484797,16.650136413574,0.40042472839355,6.667126351120925,2.765162317606779,41.4745749814968,19.23905436231881,7.979316027230848,T-Motor AS2820 KV880,Super CamFold 25x15 10x6
20.1510196,0.2,2953.9999999999527,0.0968830089481474,0.018871486102213,16.642824935913,0.68622853040695,11.42078129759172,5.83774620954841,51.11512126389641,16.595961090203343,8.483045636166501,T-Motor AS2820 KV880,Super CamFold 25x15 10x6
24.277088,0.25,3620.000000000016,0.1392957475867396,0.025768529497576,16.635522689819,1.0286864495277,17.112736771827397,9.768476237583236,57.08307424949716,14.259721188737007,8.139887233938024,T-Motor AS2820 KV880,Super CamFold 25x15 10x6
28.4034338,0.3,4240.000000000025,0.2134354105029954,0.035874203261237,16.626615829468,1.5368898010254,25.55327629387684,15.92856818986976,62.334739415339136,13.399535222427334,8.352565363766661,T-Motor AS2820 KV880,Super CamFold 25x15 10x6
32.5299308,0.35,4855.000000000018,0.2751846885945353,0.046529176663268,16.614307403564,2.1463743019104,35.66052245504947,23.65610395250012,66.3369528091433,11.632713871527107,7.716787911377605,T-Motor AS2820 KV880,Super CamFold 25x15 10x6
36.6772732,0.4,5438.000000000002,0.358486271906594,0.058609438267247,16.599323043823,2.8632621192932,47.52821287728909,33.37608403332917,70.22373031256477,10.74081283917585,7.54259944156018,T-Motor AS2820 KV880,Super CamFold 25x15 10x6
40.8292852,0.45,6002.00000000002,0.4471937749912764,0.072154981362588,16.580958175659,3.7524154567719,62.21864374643123,45.35142397768104,72.89040912320164,9.860633597995855,7.187456171719055,T-Motor AS2820 KV880,Super CamFold 25x15 10x6
44.9628192,0.5,6568.000000000044,0.5343571132331123,0.085351997521078,16.558816452026,4.7235858154297,78.21699051309396,58.70504855497543,75.0540875708429,9.102404757108816,6.8317268374530205,T-Motor AS2820 KV880,Super CamFold 25x15 10x6
49.1058666,0.55,7096.000000000042,0.6434538059259074,0.10165317309909,16.53174987793,5.9518390464783,98.39431443007663,75.53759691634309,76.77028632586637,8.518325075108283,6.539542550328701,T-Motor AS2820 KV880,Super CamFold 25x15 10x6
53.2294774,0.6,7651.000000000031,0.7413081598672432,0.11739782754582,16.500240859985,7.2936895370483,120.34763411924942,94.06041277591667,78.15725956250591,7.88119186371515,6.159723581542947,T-Motor AS2820 KV880,Super CamFold 25x15 10x6
57.3559838,0.65,8162.9999999999745,0.8696571175365899,0.13606667520286,16.465166931152,8.908837852478,146.68550240361597,116.31351688938985,79.29448717388895,7.476836233604768,5.928718948268414,T-Motor AS2820 KV880,Super CamFold 25x15 10x6
61.4797002,0.7,8689.999999999969,0.9707416201920228,0.15266082518802,16.426045074463,10.537060928345,173.08223776135793,138.92359075917432,80.26449886251135,6.987593790854534,5.608557138777352,T-Motor AS2820 KV880,Super CamFold 25x15 10x6
65.6163896,0.75,9183.000000000042,1.1055116934974738,0.17396462303941,16.379701538086,12.664213981628,207.4360452335224,167.29160300606247,80.64731605239241,6.608291591643193,5.329409805576159,T-Motor AS2820 KV880,Super CamFold 25x15 10x6
69.7577018,0.8,9670.999999999718,1.2596094711342811,0.19652806405607,16.327232513428,15.042376594543,245.60038021365085,199.0327654467704,81.0392741548809,6.328653818916832,5.128695118625352,T-Motor AS2820 KV880,Super CamFold 25x15 10x6
73.9071782,0.85,10203.999999999922,1.4036920901752383,0.21921087526507,16.266319961548,17.757389831543,288.8473846818174,234.24005644541649,81.0947472151932,5.99253650923847,4.8596323339451,T-Motor AS2820 KV880,Super CamFold 25x15 10x6
78.0560716,0.9,10702.000000000013,1.535079028484243,0.24077908946745,16.19900718689,20.512435302734,332.28108688960424,269.8437306251106,81.20947633554673,5.688770403996908,4.619820655017454,T-Motor AS2820 KV880,Super CamFold 25x15 10x6
82.1930778,0.95,11115.999999999638,1.6926934295827831,0.26609637242309,16.126279602051,23.690097122192,382.0331299922119,309.7534199892949,81.08025081374736,5.464648072784096,4.430750363501957,T-Motor AS2820 KV880,Super CamFold 25x15 10x6
86.3653798,1.0,11348.00000000001,1.7598024251912732,0.27798831658661,16.077239379883,25.214288330078,405.3761492760544,330.35013504663755,81.49224754258412,5.327082505786872,4.34115926241353,T-Motor AS2820 KV880,Super CamFold 25x15 10x6
