Time (s),Throttle (µs),Rotation speed (rpm),Thrust (kgf),Torque (N⋅m),Voltage (V),Current (A),Electrical power (W),Mechanical power (W),Motor & ESC efficiency (%),Propeller efficiency (gf/W),Propulsion system efficiency (gf/W),Motor_Name,Propeller_Name
1.3165702500013,1000,0.0,0.0013095763308382,7.07146992372e-05,12.591656179428,-0.0028315412788652,0.0356537942413284,0.0,0.0,,,RCX RS1407 - 4100kv,HQ Prop 3040
18.054807800001,1962,30941.00000000007,0.3573241217643946,0.038625569742446,11.335174236298,17.694389953613,200.56899312920424,125.15201959629272,62.39848824273213,2.855120699746018,1.7815521541468302,RCX RS1407 - 4100kv,HQ Prop 3040
21.741687750001,1923,29913.000000000167,0.3331334727578123,0.036219515522042,11.337615537643,16.087139587402,182.3898037423607,113.45698168537542,62.2057699265042,2.936209546642233,1.82649175514432,RCX RS1407 - 4100kv,HQ Prop 3040
25.402497250001,1884,29075.99999999974,0.3125068542656463,0.034053798871652,11.374340229034,14.599627113342,166.06112600418146,103.68808289965556,62.43970843425733,3.013912935087012,1.8818784491306968,RCX RS1407 - 4100kv,HQ Prop 3040
28.942153250001,1844,28048.99999999965,0.2949624179579673,0.031866746852142,11.419016523361,13.333649835587,152.25716778927764,93.6016987692748,61.476054052718624,3.1512506913473897,1.9372645783493905,RCX RS1407 - 4100kv,HQ Prop 3040
32.610028400001,1805,27305.99999999972,0.2777370405154564,0.030610031503479,11.472809095383,12.168034439087,139.60153618569092,87.528700438727,62.698952196558025,3.173096814225884,1.9894984547019925,RCX RS1407 - 4100kv,HQ Prop 3040
36.344134750001,1766,26479.00000000028,0.2609754702693274,0.028734616543116,11.525809593201,11.063421859741,127.51489380463246,79.67748248592538,62.484844012026144,3.275398043800235,2.0466273584415324,RCX RS1407 - 4100kv,HQ Prop 3040
39.843617550001,1688,24857.99999999997,0.2243126756735175,0.025142252955456,11.63385020256,8.984697971344,104.5266303138608,65.44839385498072,62.61408567219631,3.4273213208340176,2.145985908088462,RCX RS1407 - 4100kv,HQ Prop 3040
43.609122900001,1649,23818.00000000041,0.2094748973313517,0.02369148203079,11.688322315216,8.1102499246597,94.79521517637885,59.09165287267172,62.33611344488643,3.544915180875371,2.209762348675472,RCX RS1407 - 4100kv,HQ Prop 3040
47.393644500001,1609,22990.00000000021,0.1931974794056992,0.021211196167262,11.743269586563,7.1876776456833,84.40683629457145,51.06610686122324,60.49996552768263,3.783281931609371,2.288884264438715,RCX RS1407 - 4100kv,HQ Prop 3040
51.018738500001,1570,22060.999999999865,0.1785559014616,0.019073463679121,11.791913900375,6.3776773786545,75.2050225334632,44.06394528193924,58.5917586319884,4.052199600356391,2.374255009127215,RCX RS1407 - 4100kv,HQ Prop 3040
54.667953200001,1492,19905.99999999955,0.1425642693027078,0.015360619219027,11.881819210052,4.7006247282028,55.85197319480549,32.02000099544455,57.33011595447548,4.452350558108675,2.55253773766344,RCX RS1407 - 4100kv,HQ Prop 3040
58.412094300001,1453,18668.99999999973,0.1261331662199528,0.013460840389954,11.936022100449,3.9288673090935,46.895047031071606,26.31611941148317,56.11705516372913,4.793000223464328,2.6896905793991377,RCX RS1407 - 4100kv,HQ Prop 3040
62.442944200001,1374,15944.000000000426,0.0909952594158351,0.010305961971605,12.020309181213,2.5468927192688,30.614437936991298,17.2073677054439,56.20670789664346,5.2881568508033325,2.972298874247369,RCX RS1407 - 4100kv,HQ Prop 3040
66.182545950001,1335,14573.999999999794,0.0742480177912569,0.0087402775793648,12.063092927933,1.9972117209435,24.09255058649844,13.339286752795743,55.366851695109176,5.566116027582624,3.0817832061693737,RCX RS1407 - 4100kv,HQ Prop 3040
70.233995250001,1257,11363.99999999987,0.0436933550102563,0.0057368613774383,12.121801948547,1.0557314509153,12.797367558847435,6.827067534179103,53.3474365160296,6.400017985981454,3.4142455320859324,RCX RS1407 - 4100kv,HQ Prop 3040
73.984210550001,1218,9759.000000000386,0.0320566569346912,0.0045505609379124,12.152564325333,0.72851324617863,8.853304086042955,4.6504916666278,52.52831735396054,6.893175868850966,3.620869296156663,RCX RS1407 - 4100kv,HQ Prop 3040
