Time (s),Throttle (µs),Rotation speed (rpm),Thrust (kgf),Torque (N⋅m),Voltage (V),Current (A),Electrical power (W),Mechanical power (W),Motor & ESC efficiency (%),Propeller efficiency (gf/W),Propulsion system efficiency (gf/W),Motor_Name,Propeller_Name
1.6374469500015,1172,3182.000000000025,0.0245682941557647,0.0044151003118731,14.701274782428,0.29636765050506,4.356982266697473,1.4711920471390965,33.766307895814265,16.699583309698152,5.638832717670689,Gemfan M2306L 2200kv Brushless Outrunner Motor CCW,6045 plastic
19.816223000001,1241,6298.000000000026,0.1006481229518306,0.015104517633936,14.700027567321,1.4214004415527,20.89462567502693,9.961807260530462,47.676409309580144,10.10339994737774,4.816938313095716,Gemfan M2306L 2200kv Brushless Outrunner Motor CCW,6045 plastic
30.367277700003,1000,0.0,0.0002271289171689,-3.3601709939e-05,14.702115791763,0.01680258255963,0.2470335143923377,0.0,0.0,,,Gemfan M2306L 2200kv Brushless Outrunner Motor CCW,6045 plastic
39.307665750001,1311,8524.000000000002,0.1850015212832415,0.02741762693595,14.697912277801,3.1862858095726,46.83174932110022,24.473829031195088,52.25905371031766,7.559157214321998,3.950344028679885,Gemfan M2306L 2200kv Brushless Outrunner Motor CCW,6045 plastic
60.391543550001,1380,10229.000000000004,0.2652241053234183,0.038763653639559,14.696360642003,5.3915358454135,79.23595519848334,41.52278751929852,52.4039716758451,6.387434976521033,3.347269615909105,Gemfan M2306L 2200kv Brushless Outrunner Motor CCW,6045 plastic
82.739077400002,1449,11822.999999999643,0.3558810854691051,0.051423116886726,14.693474543602,7.9209746998766,116.38664011315232,63.66704662561657,54.70305403070215,5.589721910014209,3.057748596601069,Gemfan M2306L 2200kv Brushless Outrunner Motor CCW,6045 plastic
106.5466861,1519,13240.999999999858,0.447735615639153,0.064251475327726,14.691625942995,11.187191193768,164.35802837160713,89.09072801288882,54.20527910657222,5.025614063613655,2.7241481300009283,Gemfan M2306L 2200kv Brushless Outrunner Motor CCW,6045 plastic
131.7762988,1588,14416.999999999667,0.5322494163562684,0.07662924054595,14.684557232316,14.795087565823,217.25931011745465,115.69059051185631,53.25000362438402,4.600628400299521,2.449834789903936,Gemfan M2306L 2200kv Brushless Outrunner Motor CCW,6045 plastic
158.51328505,1657,16189.00000000027,0.6751149847132507,0.095959584947486,14.683833779335,19.971262647288,293.25470107621885,162.68106313417053,55.47432403884589,4.149929756461282,2.30214548048382,Gemfan M2306L 2200kv Brushless Outrunner Motor CCW,6045 plastic
186.52185235,1727,17538.99999999988,0.7982078721245482,0.11373575466768,14.675101173172,26.422718024582,387.75606028093625,208.8961614348175,53.87308744664583,3.821074866297223,2.058531004122108,Gemfan M2306L 2200kv Brushless Outrunner Motor CCW,6045 plastic
216.053335,1796,18320.00000000032,0.8701425883491305,0.12434281262587,14.667133088368,33.619872687033,493.1071471147013,238.547447647782,48.376392239209146,3.647670922197021,1.7646115929176085,Gemfan M2306L 2200kv Brushless Outrunner Motor CCW,6045 plastic
