Time (s),Throttle (µs),Rotation speed (rpm),Thrust (kgf),Torque (N⋅m),Voltage (V),Current (A),Electrical power (W),Mechanical power (W),Motor & ESC efficiency (%),Propeller efficiency (gf/W),Propulsion system efficiency (gf/W),Motor_Name,Propeller_Name
0.29212279999979,1000,0.0,-0.0003702715794626,-0.0010729423291153,16.338957901001,0.027877165526152,0.4554838339310338,0.0,0.0,,,"https://database.tytorobotics.com/tests/mz3q/sunnysky-v4006-15x8-f45a-esc-v2
",undefined
5.4360221999999,1150,482.0,0.0083127935171516,0.0025961333800322,16.33332321167,0.071801448017359,1.1727562575334465,0.1310396297748042,11.173645754012709,63.43724819306515,7.088253389186927,"https://database.tytorobotics.com/tests/mz3q/sunnysky-v4006-15x8-f45a-esc-v2
",undefined
9.5684825999999,1200,701.9999999999986,0.0203112737888157,0.0061695131883958,16.329333190918,0.11139947667718,1.819079171955571,0.4535410770280154,24.93245395913382,44.783757894461054,11.16568981820646,"https://database.tytorobotics.com/tests/mz3q/sunnysky-v4006-15x8-f45a-esc-v2
",undefined
13.6830086,1250,930.9999999999976,0.0378029509036266,0.010526102105429,16.32249458313,0.17703451171517,2.889644858497926,1.0262327672407483,35.5141485370696,36.8366243121121,13.082213474245783,"https://database.tytorobotics.com/tests/mz3q/sunnysky-v4006-15x8-f45a-esc-v2
",undefined
17.8328662,1300,1161.9999999999557,0.0605578561865377,0.017500772764286,16.311698379517,0.27338560178876,4.459383477680996,2.129570253682256,47.75481329068591,28.436655743958987,13.579871856642724,"https://database.tytorobotics.com/tests/mz3q/sunnysky-v4006-15x8-f45a-esc-v2
",undefined
21.9860008,1350,1396.0000000000473,0.0913158019942997,0.025447191983609,16.298891067505,0.41383073881268,6.744982132292985,3.720093903357205,55.15350271346892,24.546638973788188,13.538331192473686,"https://database.tytorobotics.com/tests/mz3q/sunnysky-v4006-15x8-f45a-esc-v2
",undefined
26.1585006,1400,1622.0000000000175,0.1261659733450668,0.034690840001005,16.280178985596,0.58531259134412,9.52899374960528,5.892427989616542,61.836833399755605,21.41154267262879,13.240219970791044,"https://database.tytorobotics.com/tests/mz3q/sunnysky-v4006-15x8-f45a-esc-v2
",undefined
30.2685472,1450,1846.999999999985,0.1666235014277352,0.043828865905255,16.258488311768,0.79072997882962,12.856074118565935,8.477264749511429,65.9397625692675,19.655337700446164,12.960683011861924,"https://database.tytorobotics.com/tests/mz3q/sunnysky-v4006-15x8-f45a-esc-v2
",undefined
34.3712372,1500,2058.000000000002,0.216559018379161,0.055333727130101,16.22955406189,1.049217620641,17.0283340968807,11.925151702430004,70.03122932979385,18.159854380303823,12.717569267027182,"https://database.tytorobotics.com/tests/mz3q/sunnysky-v4006-15x8-f45a-esc-v2
",undefined
38.5127434,1550,2262.9999999999995,0.2664741427518776,0.067215026379635,16.196172714233,1.3522035177052,21.90052171754684,15.928671115719784,72.73192539042405,16.729213681165024,12.16747921298956,"https://database.tytorobotics.com/tests/mz3q/sunnysky-v4006-15x8-f45a-esc-v2
",undefined
42.635464,1600,2457.999999999965,0.3233515545877951,0.079454602710187,16.156008529663,1.6917419297993,27.33179704782604,20.4517067527158,74.82752311137375,15.810492419898257,11.830599869521365,"https://database.tytorobotics.com/tests/mz3q/sunnysky-v4006-15x8-f45a-esc-v2
",undefined
46.7891466,1650,2664.9999999999686,0.3830506426890018,0.091725858780056,16.108342819214,2.0840467460454,33.57053943656672,25.598682736451607,76.25341494682161,14.963685695574933,11.410321344784942,"https://database.tytorobotics.com/tests/mz3q/sunnysky-v4006-15x8-f45a-esc-v2
",undefined
50.9128838,1700,2852.000000000003,0.4442179018082118,0.10692189584218,16.055358734131,2.5476557834446,40.90352753428662,31.933372705639226,78.06997251978248,13.910773093183668,10.860136731137786,"https://database.tytorobotics.com/tests/mz3q/sunnysky-v4006-15x8-f45a-esc-v2
",undefined
55.0819718,1750,3021.9999999999827,0.5140832281751975,0.1208522833192,15.99540348053,3.0616803748906,48.97281292479549,38.24528821784133,78.09493866846539,13.441740202009486,10.497318766733764,"https://database.tytorobotics.com/tests/mz3q/sunnysky-v4006-15x8-f45a-esc-v2
",undefined
59.2307798,1800,3195.9999999999754,0.5727523609090567,0.13341462117922,15.934786300659,3.585840254575,57.13959816495329,44.65178408382688,78.14507892569353,12.827087935250292,10.023737990869453,"https://database.tytorobotics.com/tests/mz3q/sunnysky-v4006-15x8-f45a-esc-v2
",undefined
63.3638508,1850,3365.0000000000464,0.6453114232344379,0.14981206292506,15.858804283142,4.2358038814366,67.17478473747626,52.79107075882218,78.58762922000176,12.223874491626914,9.606453161798134,"https://database.tytorobotics.com/tests/mz3q/sunnysky-v4006-15x8-f45a-esc-v2
",undefined
67.5072278,1900,3520.9999999999804,0.7176225457903362,0.16692975471549,15.780733375549,4.9304703815281,77.8064385069363,61.55004832972391,79.10662602072041,11.659171117884892,9.22317689334105,"https://database.tytorobotics.com/tests/mz3q/sunnysky-v4006-15x8-f45a-esc-v2
",undefined
71.6553058,1950,3683.0000000000296,0.7809908621894327,0.18038311871427,15.702176361084,5.6075635059178,88.0509511258998,69.57067677974125,79.01184017906348,11.22586265276716,8.869760657925566,"https://database.tytorobotics.com/tests/mz3q/sunnysky-v4006-15x8-f45a-esc-v2
",undefined
75.802109,2000,3801.000000000031,0.8252997926764594,0.18897524938644,15.642785797119,6.0823393924534,95.14473226152744,75.21966843165364,79.05815345078156,10.97186161391214,8.67415119113406,"https://database.tytorobotics.com/tests/mz3q/sunnysky-v4006-15x8-f45a-esc-v2
",undefined
