Time (s),Throttle (µs),Rotation speed (rpm),Thrust (kgf),Torque (N⋅m),Voltage (V),Current (A),Electrical power (W),Mechanical power (W),Motor & ESC efficiency (%),Propeller efficiency (gf/W),Propulsion system efficiency (gf/W),Motor_Name,Propeller_Name
0.4237602,1000,0.0,-0.0014926739019478,0.0011829977200189,98.455401666071,0.011262240722058,1.108828433950202,0.0,0.0,,,T-Motor U15XXL Kv29,"T-Motor 62""x24"" CF"
8.7987206,1100,237.99999999999977,1.0878930163939775,0.73629117708703,98.301528056506,0.5714663818298,56.17601856679206,18.350807159194098,32.66662114435075,59.283115285145534,19.365790672767183,T-Motor U15XXL Kv29,"T-Motor 62""x24"" CF"
15.8932806,1150,427.9999999999964,3.21505983585414,2.3862735445695,98.26267489034,1.9701101064914,193.5882888923376,106.95291196893884,55.24761470897642,30.060517069304804,16.60771864997561,T-Motor U15XXL Kv29,"T-Motor 62""x24"" CF"
22.9712002,1200,585.0000000000003,5.71912960846079,4.2303236191078,98.2577094363,4.0938416990599,402.2515081444364,259.1540952798809,64.42588530627124,22.068451599363115,14.217795316275666,T-Motor U15XXL Kv29,"T-Motor 62""x24"" CF"
30.1286806,1250,709.0000000000022,8.136949436828989,6.174530051779,98.271115265831,6.6556198129352,654.0551818025036,458.4360499759068,70.09134133185945,17.749366432366365,12.440769010352396,T-Motor U15XXL Kv29,"T-Motor 62""x24"" CF"
37.3188404,1300,830.0000000000038,11.711927345157624,8.6961145592335,98.270897637598,10.35462561127,1017.5583535207649,755.8436393224188,74.28012719930904,15.495172196800995,11.50983361753575,T-Motor U15XXL Kv29,"T-Motor 62""x24"" CF"
44.4370806,1350,962.9999999999776,16.326649565995524,12.175294910655,98.268022790134,15.985779803224,1570.8909740212798,1227.8191271959258,78.1606838094477,13.29727579931262,10.393241692770946,T-Motor U15XXL Kv29,"T-Motor 62""x24"" CF"
51.5940804,1400,1104.9999999999611,21.684655583967004,16.293685133457,98.247444835686,23.561861898752,2314.892727123689,1885.4291424755,81.4477975754061,11.501177687057409,9.367455921342293,T-Motor U15XXL Kv29,"T-Motor 62""x24"" CF"
58.7236004,1450,1229.9999999999857,27.42201262968496,21.422412448858,98.151073050722,33.867729379598,3324.153980399008,2759.3202364315835,83.0081955499659,9.937959453792049,8.249320817080026,T-Motor U15XXL Kv29,"T-Motor 62""x24"" CF"
65.8520806,1500,1361.000000000029,35.133147102043004,26.363649764633,98.035273301138,45.378494584041,4448.69311854067,3757.441923428961,84.46170197196106,9.350283468914204,7.897408557047856,T-Motor U15XXL Kv29,"T-Motor 62""x24"" CF"
72.9357204,1550,1492.999999999981,42.150756778028175,31.897423795983,97.920303451221,59.589456134665,5835.01762719962,4987.053580432914,85.46766949230852,8.452036076654538,7.223758259365781,T-Motor U15XXL Kv29,"T-Motor 62""x24"" CF"
79.96568,1600,1617.0000000000016,50.93831562752826,38.143675315283,97.562375048971,74.509830803106,7269.356057648,6458.938879160864,88.85159604151586,7.886483612946976,7.007266561655992,T-Motor U15XXL Kv29,"T-Motor 62""x24"" CF"
87.0211202,1650,1737.0000000000095,57.41115910686117,44.383936355001,97.235321237448,94.812005181403,9219.075780980304,8073.358781796565,87.572322579803,7.111186392001949,6.227431086455001,T-Motor U15XXL Kv29,"T-Motor 62""x24"" CF"
94.1826404,1700,1849.9999999999943,65.3407533887872,50.738449492839,97.061139473334,115.82046205969,11241.66602184156,9829.638311176424,87.43933765758835,6.647320208566978,5.812372762349987,T-Motor U15XXL Kv29,"T-Motor 62""x24"" CF"
101.3272802,1750,1953.0000000000427,76.64268248625677,59.200269150733,96.842926539726,141.1320101748,13667.636893762015,12107.501805606997,88.58518776667914,6.330181379841999,5.607603061304395,T-Motor U15XXL Kv29,"T-Motor 62""x24"" CF"
