Time (s),Throttle (µs),Rotation speed (rpm),Thrust (kgf),Torque (N⋅m),Voltage (V),Current (A),Electrical power (W),Mechanical power (W),Motor & ESC efficiency (%),Propeller efficiency (gf/W),Propulsion system efficiency (gf/W),Motor_Name,Propeller_Name
1.6234188500017,1167,5599.9999999999545,0.0040721390409686,0.0008097537257084,14.702298864702,0.18748648597342,2.75648234987398,0.474864386435148,17.22718763125248,8.575372584873257,1.477295525275102,Gemfan M2306L 2200kv Brushless Outrunner Motor CCW,Lumenier 3x4x3 V2
20.239274950002,1251,14429.00000000028,0.0303409202531802,0.0043517366534984,14.70138630781,1.032938110622,15.1856221963134,6.5754799435786575,43.30069495061573,4.614251813331122,1.998003101943764,Gemfan M2306L 2200kv Brushless Outrunner Motor CCW,Lumenier 3x4x3 V2
35.308031950001,1000,0.0,-0.0004301116320413,-2.69992349772e-05,14.702523233702,0.016693777784967,0.2454406557417356,0.0,0.0,,,Gemfan M2306L 2200kv Brushless Outrunner Motor CCW,Lumenier 3x4x3 V2
40.368014750002,1335,19496.99999999993,0.0569478248431431,0.0079567824780979,14.700596591924,2.1413016603165,31.478411889929944,16.245530399674838,51.60848157295966,3.5054457098109286,1.8091073031978773,Gemfan M2306L 2200kv Brushless Outrunner Motor CCW,Lumenier 3x4x3 V2
62.255256400002,1419,22329.99999999997,0.0770786960387706,0.010908786386406,14.699792757842,3.1090413021503,45.70226281718064,25.509020253698736,55.81566137269958,3.021625106420716,1.68654003735226,Gemfan M2306L 2200kv Brushless Outrunner Motor CCW,Lumenier 3x4x3 V2
85.803636650002,1503,24634.999999999825,0.0935991133586862,0.013218682640809,14.698713733826,3.885427995671,57.11079384176136,34.1011763474104,59.71056266858344,2.744747348453098,1.638904085592369,Gemfan M2306L 2200kv Brushless Outrunner Motor CCW,Lumenier 3x4x3 V2
111.3687123,1588,26043.99999999982,0.1047756229834143,0.014768186776752,14.69822897855,4.4602034667658,65.55709184544625,40.27759039311847,61.43895230751642,2.6013379142292363,1.5982347604806433,Gemfan M2306L 2200kv Brushless Outrunner Motor CCW,Lumenier 3x4x3 V2
138.88314095,1672,26985.99999999964,0.1136553560943441,0.016122445462311,14.697437896982,4.9228091150003,72.35268124641384,45.561503860497474,62.97141042406874,2.494547950882831,1.570852028375624,Gemfan M2306L 2200kv Brushless Outrunner Motor CCW,Lumenier 3x4x3 V2
167.40775225,1756,27503.99999999979,0.1171363341123013,0.016415191761019,14.695853164418,5.1438864749554,75.59380033038026,47.27923466949004,62.54379917778663,2.4775429410216554,1.549549481576013,Gemfan M2306L 2200kv Brushless Outrunner Motor CCW,Lumenier 3x4x3 V2
197.6655906,1840,28616.00000000016,0.1280447674592955,0.017911351059924,14.695912335207,5.7305965015577,84.21634381533588,53.6742384468745,63.73375524894298,2.3855907631746134,1.5204265782430992,Gemfan M2306L 2200kv Brushless Outrunner Motor CCW,Lumenier 3x4x3 V2
229.43776345,1924,28631.000000000204,0.1279732559127735,0.017893462226626,14.694970074443,5.7492888771186,84.48562799858583,53.64873867125494,63.50043189849159,2.385391699457452,1.51473403162625,Gemfan M2306L 2200kv Brushless Outrunner Motor CCW,Lumenier 3x4x3 V2
