Time (s),Throttle (µs),Rotation speed (rpm),Thrust (kgf),Torque (N⋅m),Voltage (V),Current (A),Electrical power (W),Mechanical power (W),Motor & ESC efficiency (%),Propeller efficiency (gf/W),Propulsion system efficiency (gf/W),Motor_Name,Propeller_Name
0.0,1000,0.0,-0.0011765876043637,-0.0028443719111948,24.981779327393,0.082804749906063,2.068609989413232,0.0,0.0,,,SunnySky V4010 375KV,APC 15x10E
4.623627,1100,625.9999999999999,0.0174146825306735,0.0036143501735357,24.979149475098,0.13730081260204,3.4296575210387763,0.2369371595459382,6.908478706473718,73.499161398097,5.077673914624283,SunnySky V4010 375KV,APC 15x10E
8.7489106,1150,1079.9999999999757,0.0595102284307189,0.015435228129212,24.972092514038,0.26193963885307,6.541180894532566,1.7456831746996984,26.68758444150084,34.08993641756111,9.097780567490569,SunnySky V4010 375KV,APC 15x10E
12.874845,1200,1513.0000000000457,0.1221342127725268,0.032562792318157,24.961703491211,0.48344679951668,12.067655663310296,5.159281035643171,42.75296859297294,23.672719498851883,10.120790332446727,SunnySky V4010 375KV,APC 15x10E
17.0238896,1250,1898.999999999963,0.1988670416223277,0.053552832972414,24.949661102295,0.7643763923645,19.070931944089143,10.649667114631905,55.84240532058878,18.67354533073604,10.4277568713135,SunnySky V4010 375KV,APC 15x10E
21.1500622,1300,2300.000000000024,0.2947248012406989,0.078556315012863,24.929902114868,1.1952237558365,29.79681123836884,18.92071556387489,63.499128858161214,15.576831660818035,9.891152408321698,SunnySky V4010 375KV,APC 15x10E
25.3010908,1350,2664.9999999999686,0.3998187366746034,0.10481646321084,24.9073072052,1.7016539621353,42.38361799184968,29.25198436926105,69.01719521652487,13.668089372246016,9.43333192441212,SunnySky V4010 375KV,APC 15x10E
29.44985,1400,3030.000000000009,0.5340240330741385,0.13291941191187,24.876278610229,2.3371068096161,58.13852013787353,42.175443446162575,72.5430288664812,12.66196605035881,9.18537368697584,SunnySky V4010 375KV,APC 15x10E
33.5754664,1450,3416.000000000022,0.6903274291666369,0.16610386831282,24.838563766479,3.1849636459351,79.10992261347643,59.41912151072559,75.10956849375492,11.617933951481051,8.726180058846868,SunnySky V4010 375KV,APC 15x10E
37.724611,1500,3776.9999999999527,0.8465708358755641,0.20089442497972,24.791460037231,4.2132939529419,104.45370865946614,79.45907181262535,76.07108721402432,10.654174741329554,8.104746559411353,SunnySky V4010 375KV,APC 15x10E
41.8761406,1550,4088.0000000000086,1.0376263098501526,0.2434685975362,24.739620285034,5.3902021217346,133.3515537512986,104.22753318164364,78.15996908144662,9.955395452387982,7.78113400752219,SunnySky V4010 375KV,APC 15x10E
46.02826,1600,4393.000000000045,1.1555412097558289,0.27676453016349,24.690277404785,6.613254776001,163.28309496798397,127.32106183115438,77.97565440324308,9.0758056297727,7.07691883218164,SunnySky V4010 375KV,APC 15x10E
50.1774292,1650,4670.999999999993,1.311190473474224,0.31715024277961,24.623914413452,7.9916588783264,196.78592424141308,155.13276509505974,78.8332629445315,8.452053779037422,6.663029779841783,SunnySky V4010 375KV,APC 15x10E
54.3038582,1700,4979.000000000038,1.479493447172786,0.35873004138021,24.54962272644,9.6357744598389,236.5546276661112,187.041721873171,79.06914513512459,7.909964858942001,6.254341594454203,SunnySky V4010 375KV,APC 15x10E
58.4524838,1750,5250.999999999967,1.6499320920982192,0.40209415211871,24.465961074829,11.407800102234,279.10279325068734,221.10491321196585,79.21988548977782,7.462213607693488,5.9115570750174005,SunnySky V4010 375KV,APC 15x10E
62.5778286,1800,5507.000000000035,1.858978777814748,0.44876632627423,24.37116355896,13.494979248047,328.88834647892446,258.7998117621822,78.68926173058138,7.183076236249399,5.652309659849482,SunnySky V4010 375KV,APC 15x10E
66.7279288,1850,5765.000000000014,2.0325950720105235,0.4968874593849,24.268860702515,15.774178009033,382.82132879789725,299.9756241417285,78.35917217143732,6.7758674653184165,5.309513653257264,SunnySky V4010 375KV,APC 15x10E
70.8541334,1900,6006.000000000033,2.205345793605768,0.53871115338405,24.167161102295,18.018372573853,435.4529127934793,338.8206825760206,77.80879921148028,6.508887759857925,5.0644874079684685,SunnySky V4010 375KV,APC 15x10E
74.980486,1950,6229.999999999997,2.418339083418395,0.58931605939517,24.035956573486,20.83111907959,500.6958735741409,384.4721982560976,76.78757076857887,6.290023295280078,4.829956089223288,SunnySky V4010 375KV,APC 15x10E
79.1070564,2000,6247.99999999996,2.388393822525736,0.58385678665153,24.037561035156,20.750253982544,498.7854966003902,382.01109058992415,76.58825150162261,6.252158330894101,4.788418746744824,SunnySky V4010 375KV,APC 15x10E
