Throttle,Rotation_speed(RPM),Thrust(gf),Torque (N⋅m),Voltage (V),Current (A),Electrical power (W),Mechanical power (W),Motor and ESC efficiency (%),Propeller efficiency (gf/W),Propulsion system efficiency (gf/W),Motor_Name,Motor_kv(RPM/V),Motor_Weight(g),Motor_Diameter(mm),Motor_Height(mm),Internal_Resistance(Ohms),Propeller_Name,Propeller_Diameter(in),Pitch(in),Number_of_Blades
0.7,3115.0,417.012960564576,0.076842968495695,17.88655708313,1.7904329395294,32.0246809764089,25.0663328676175,78.2719206042449,16.6363768791766,13.0216117022921,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
0.8,3192.99999999996,431.374728314674,0.079346380875625,17.883388671875,1.8835245466232,33.6838015402798,26.5310635047407,78.7650511270655,16.2592324366339,12.8065927415831,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
0.9,3176.00000000001,433.057267597059,0.079182847714506,17.884708633423,1.8885716247559,33.7765532421095,26.3354187493531,77.9695268507163,16.4439104507384,12.8212391741962,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
1.0,3194.99999999997,431.206004942972,0.078765998942003,17.884505462646,1.87646276474,33.5596085664443,26.3534978064731,78.5274290500025,16.3623822579277,12.8489581184844,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
0.0,0.0,-1.2726641591401,8.21429986746e-05,17.929071426392,0.03275697812438,0.587302200504769,0.0,0.0,,,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
0.1,412.000000000002,3.5689538871316,0.0015706059585869,17.929131469727,0.0497858043015,0.892616230647694,0.0677630702055521,7.591512217561,52.6681255188947,3.99830718352725,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
0.2,947.000000000002,29.7541200607108,0.0070532037508954,17.928189926147,0.10710619628429,1.92022022925193,0.699463451813883,36.426209929388,42.5384914444793,15.4951601943608,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
0.3,1445.00000000002,76.6783096144697,0.016148145715903,17.926193771362,0.23855320870876,4.27635104409339,2.44353815493362,57.1407288536028,31.3800336858472,17.9307799625992,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
0.4,1894.00000000004,142.786274798988,0.028143355771537,17.920784454346,0.45941872954369,8.23314402644195,5.58193112486983,67.7982931786769,25.5800853870833,17.3428612860906,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
0.5,2316.99999999998,224.229954720185,0.043078109740765,17.912008209229,0.79094354867935,14.1673873369812,10.4522861318148,73.7770901804255,21.4527187538112,15.8271916611523,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
0.6,2724.99999999997,309.897339135118,0.058508577665597,17.904121398926,1.219076218605,21.8264886124476,16.6960856970988,76.4946024693001,18.5610774140292,14.1982223818807,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
0.7,3111.99999999999,420.252692954658,0.077459665083052,17.889731369019,1.7971222352982,32.1500340267757,25.2431658792687,78.5167625584634,16.6481769744974,13.0716095853789,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
0.8,3189.99999999996,432.409796221115,0.080084868682925,17.887034378052,1.8920008993149,33.8422851293509,26.7528324008782,79.0514951890051,16.1631407748407,12.7772044520153,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
0.9,3185.00000000003,439.706818255571,0.081166913865737,17.886755828857,1.9119440364838,34.198476139025,27.0717972101259,79.1608289798427,16.2422470456119,12.8574974062604,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
1.0,3194.99999999997,420.133389297283,0.079250632870613,17.887145233154,1.8740060901642,33.5206191025821,26.515646440987,79.1024961676334,15.8447349278219,12.533580839052,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
0.0,0.0,0.6021217064451,3.1469921491e-06,23.934447860718,0.034144235476851,0.817223423764768,0.0,0.0,,,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
0.111111111111111,536.999999999997,9.4459064051828,0.0024030672662766,23.934350509644,0.055624929815531,1.33134656727927,0.135135306609718,10.1502726585971,69.899618701894,7.09500188556194,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
0.222222222222222,1224.99999999997,56.7568200496989,0.011014641814431,23.932187042236,0.13919711887836,3.33129148473727,1.41297697708399,42.4152909932295,40.1682553715985,17.037482402767,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
0.333333333333333,1835.00000000004,133.810869377116,0.026006711470501,23.928006515503,0.33180569887161,7.93944892448091,4.99746919796848,62.9447867919274,26.7757266881229,16.8539240758281,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
0.444444444444444,2381.0,233.712661564846,0.044901999416323,23.920076904297,0.67233399629593,16.082280896772,11.1957629185431,69.6155165452329,20.8750992018379,14.5323081386893,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
0.555555555555556,2901.99999999997,361.352322198579,0.067824352933528,23.91053276062,1.1684286546707,27.9377516259509,20.611599027271,73.7768711785854,17.53150358303,12.9341948141212,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
0.666666666666667,3408.0,508.911860176125,0.094824770054489,23.893530807495,1.8661446619034,44.5887849704312,33.8415309915011,75.8969570799987,15.0380861995851,11.4134498285523,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
0.777777777777778,3898.99999999997,693.031483916393,0.12658798150116,23.870253753662,2.8449085903168,67.9086899568349,51.6861671907603,76.1112712137634,13.4084518466729,10.2053431505881,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
0.888888888888889,4382.00000000001,877.954762461075,0.15994578060572,23.841285629272,4.0993255996704,97.7331925091287,73.3962344072028,75.0985745199588,11.9618502168677,8.98317899908028,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
1.0,4846.99999999999,1089.67068931766,0.19877802061635,23.799100494385,5.7628878211975,137.151546394547,100.895082407331,73.5646699287542,10.8000376561315,7.94501205391428,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
0.0,0.0,0.1934140894162,-9.9933693809e-05,23.869390640259,0.034677507951856,0.827730983733539,0.0,0.0,,,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
0.1,530.999999999997,8.9520828971721,0.0021556758214893,23.869144897461,0.056252873688936,1.34270799297978,0.11986891924032,8.92740043755181,74.6822692146281,6.66718522864033,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
0.2,1218.00000000004,54.8304782024707,0.011057618726476,23.86735496521,0.13856240153313,3.30711802222317,1.41038447054618,42.646934916404,38.8762634214465,16.5795347592741,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
0.3,1832.00000000003,132.019890569522,0.025501776989175,23.862969207764,0.33109328508377,7.90086886685143,4.89242898948625,61.9226704294857,26.9845287183994,16.7095407852444,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
0.4,2384.00000000001,231.206640676123,0.04405750651346,23.854594268799,0.66512704610825,15.8663358221171,10.9990400431613,69.32312643874,21.0206199603643,14.5721509533304,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
0.5,2899.99999999997,359.747885170991,0.067335560791034,23.844584579468,1.1648270797729,27.7748178240996,20.4489539669577,73.624079540189,17.5924834958447,12.9523040420753,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
0.6,3402.99999999998,511.176550401095,0.094426952675398,23.827170181274,1.8638371992111,44.409966135792,33.6501141290179,75.7715374655459,15.1909306589925,11.5104017156436,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
0.7,3896.99999999996,692.969303461753,0.12610008204323,23.801928863525,2.8397737121582,67.5920918852978,51.4605463681937,76.1339750447745,13.4660308210419,10.2522245448137,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
0.8,4361.00000000004,890.816350462421,0.1631741091264,23.769356918335,4.1638221549988,98.9713749466373,74.5188175409419,75.2933033224207,11.9542469923519,9.00074744786283,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
0.9,4837.99999999996,1085.92597512239,0.19860151619211,23.731851272583,5.733052520752,136.055949760394,100.618315363145,73.9536312379888,10.7925278931887,7.98146627938581,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
1.0,5019.99999999998,1198.23769212004,0.21818204556422,23.709100875854,6.7262482261658,159.473297710199,114.696811322617,71.9222672193364,10.4470009087668,7.51371991000979,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
0.0,0.0,0.3163204007995,3.28423422038e-05,23.87584197998,0.034283057376742,0.81853686051768,0.0,0.0,,,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
0.1,533.000000000003,8.9665365076351,0.0029764547769982,23.875505371094,0.057982362657785,1.38435821106467,0.166132696993273,12.0007015283642,53.9721359486398,6.47703494367924,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
0.2,1219.00000000005,55.9935500314929,0.012350289884983,23.873695755005,0.14021455526352,3.34743963278461,1.57655626621057,47.0973770750001,35.5163664193729,16.7272770158708,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
0.3,1833.00000000003,133.451254855613,0.026838595972917,23.869830856323,0.32986730337143,7.87387673650742,5.15170368600624,65.427791904847,25.9042955475316,16.9486085852555,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
0.4,2382.0,233.876088025472,0.04546789993968,23.860404663086,0.66887542724609,15.9596383632862,11.3416246617176,71.0644214082444,20.621039313256,14.654222276332,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
0.5,2905.99999999999,357.837003974222,0.068332540832872,23.850936584473,1.1533804607391,27.5092042268585,20.7946587355515,75.5916403981207,17.2081210143856,13.0079009564678,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
0.6,3409.0,508.792830573437,0.095492475949214,23.834205932617,1.8537582159042,44.1828550671414,34.0898251086583,77.1562296208665,14.9250642662937,11.5156168563635,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
0.7,3900.99999999997,688.344733947087,0.12693485678042,23.808390731812,2.8409529495239,67.6385178729588,51.854382348077,76.6639837458767,13.2745720376441,10.1768157492741,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
0.8,4364.00000000005,884.541381511026,0.16371244618932,23.775126342773,4.1526603507996,98.7300244988845,74.81609862804,75.7784665888392,11.8228749925689,8.95919337608409,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
0.9,4835.99999999996,1084.17030762217,0.19989539751236,23.738052597046,5.7417174911499,136.297191802295,101.231973864571,74.2729710905653,10.7097616122015,7.95445814609892,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
1.0,5017.99999999998,1198.2835469045,0.22145915538674,23.714119796753,6.7523344993591,160.12566922555,116.37318327891,72.6761573217776,10.2969044340103,7.48339446573441,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,APC 14x55MR,14,5.5,2
0.0,0.0,0.5452542511041,-8.20584857772e-05,17.924435806274,0.032012052610517,0.573797982044278,0.0,0.0,,,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,T-Motor P15x5,15,5,2
0.1,412.000000000002,6.3033979635535,0.0017930675806047,17.923500137329,0.049360643476248,0.884715500125179,0.0773610743570174,8.74417531354108,81.480227827029,7.1247739670681,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,T-Motor P15x5,15,5,2
0.2,939.000000000004,36.5156073541127,0.0081588779193161,17.921237792969,0.11600087583065,2.07887927995375,0.802277560198504,38.5918301237941,45.5149304501024,17.5650446402665,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,T-Motor P15x5,15,5,2
0.3,1425.00000000005,88.0567639709962,0.018776810527012,17.918105392456,0.26405601739883,4.73138354926443,2.80198177545174,59.2211928345431,31.4266012514659,18.6112081284736,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,T-Motor P15x5,15,5,2
0.4,1866.99999999995,155.683591292144,0.032157007785159,17.91123046875,0.50551339030266,9.05436683875011,6.28707392186003,69.4369251194147,24.7624878006977,17.1943101118747,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,T-Motor P15x5,15,5,2
0.5,2277.99999999995,241.526688859998,0.047656479348801,17.902322769165,0.87137005329132,15.5995479454057,11.3685295020844,72.877300944048,21.2452005174209,15.4829287172473,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,T-Motor P15x5,15,5,2
0.6,2672.99999999999,342.583452314195,0.065719647304405,17.892405395508,1.3352624320984,23.8910567444965,18.3959745800715,76.9994177185534,18.6227400360358,14.3394013909875,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,T-Motor P15x5,15,5,2
0.7,2916.00000000002,406.481280034976,0.080866757493552,17.881126327515,1.7597566413879,31.4664308103405,24.6936999746054,78.4763296588772,16.4609305390847,12.9179341147709,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,T-Motor P15x5,15,5,2
0.8,2924.99999999995,414.016644205748,0.078728367714174,17.881991500854,1.7236965513229,30.8231270808074,24.1149150098962,78.2364324900434,17.1684886318631,13.4320130180284,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,T-Motor P15x5,15,5,2
0.9,2924.00000000005,412.593837748548,0.078696236612029,17.881149368286,1.726794629097,30.8770726912375,24.0968320329112,78.0411805026762,17.1223270007042,13.362466120878,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,T-Motor P15x5,15,5,2
1.0,2921.00000000004,416.308939614537,0.07889118372665,17.881416473389,1.7332979011536,30.9938216429786,24.1317405530295,77.8598419743322,17.2515090115319,13.4319976545664,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,T-Motor P15x5,15,5,2
0.0,0.0,-0.2280903277564,2.39002487807e-05,17.918338546753,0.033253463283181,0.595846812960058,0.0,0.0,,,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,T-Motor P15x5,15,5,2
0.1,407.000000000005,6.3032576076149,0.0017550348113224,17.917671737671,0.051265494525433,0.918558302376078,0.0748012339769419,8.14333001873154,84.266759684178,6.86212033717403,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,T-Motor P15x5,15,5,2
0.2,936.000000000004,35.8951714167427,0.0081479846894785,17.915977020264,0.11534737706184,2.06656095678765,0.79864664387127,38.6461691946759,44.944997505716,17.3695197806019,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,T-Motor P15x5,15,5,2
0.3,1423.00000000004,87.3343691482912,0.019050296651546,17.911959075928,0.26437970638275,4.73555848123368,2.83880303563661,59.9465310561864,30.7645046352101,18.4422533254281,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,T-Motor P15x5,15,5,2
0.4,1863.00000000004,153.951388198141,0.032440413101289,17.906393127441,0.50375201463699,9.02038161283036,6.32889439201048,70.1621579181132,24.3251630794294,17.0670593336278,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,T-Motor P15x5,15,5,2
0.5,2277.00000000005,235.475902183355,0.048492145686517,17.897668304443,0.86713619232178,15.5197159449529,11.5628009601988,74.503947116114,20.3649533529034,15.1726940762684,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,T-Motor P15x5,15,5,2
0.6,2670.99999999999,333.297932803669,0.066557069922357,17.888295593262,1.3324187040329,23.8346996317316,18.6164428102796,78.1064712285915,17.9034166838591,13.9837270011132,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,T-Motor P15x5,15,5,2
0.7,2933.99999999998,400.775461626692,0.078562849727999,17.878569946289,1.7030772590637,30.4485859001045,24.1382597176447,79.2754704498833,16.603328753387,13.1623669795883,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,T-Motor P15x5,15,5,2
0.8,2930.99999999997,399.133344854634,0.078816424296829,17.877980117798,1.7088231658936,30.5503065846784,24.191409026341,79.1854869255992,16.4989705403284,13.0647901600702,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,T-Motor P15x5,15,5,2
0.9,2926.99999999996,403.295817128459,0.07946972985068,17.877902069092,1.7198836517334,30.7479114959221,24.3586422507605,79.2204773127145,16.5565803289331,13.1162019632438,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,T-Motor P15x5,15,5,2
1.0,2912.00000000001,397.049145709544,0.079331162828154,17.878130264282,1.7191547584534,30.7352727160901,24.1915563190309,78.7094246486594,16.4127160928954,12.9183544059359,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,T-Motor P15x5,15,5,2
0.0,0.0,0.4993861522661,-7.22854625363e-05,17.917636032104,0.032864323072135,0.588850979247993,0.0,0.0,,,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,T-Motor P15x5,15,5,2
0.1,407.000000000005,6.1511040034069,0.0016637498678211,17.916516494751,0.048943156152964,0.876890864519753,0.0709105838466077,8.08659169752479,86.7445121691977,7.01467451913272,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,T-Motor P15x5,15,5,2
0.2,936.999999999998,36.5178412603417,0.0081112008453609,17.91565864563,0.11628286212683,2.08328406420114,0.795890579378657,38.2036512953335,45.8829922184162,17.5289783509888,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,T-Motor P15x5,15,5,2
0.3,1421.00000000003,86.9004603459642,0.018715550206427,17.911483612061,0.25882459759712,4.6359325382591,2.78500061289097,60.0742264885676,31.2030309593925,18.7449794898434,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,T-Motor P15x5,15,5,2
0.4,1862.00000000003,156.512205321277,0.032435100866345,17.905799179077,0.50535707354546,9.04882227263105,6.32446141684963,69.8926470904232,24.7471199530599,17.2964172138358,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,T-Motor P15x5,15,5,2
0.5,2271.00000000003,240.53097886685,0.048556702594809,17.897139205933,0.86609142303467,15.5005587631161,11.5476852776879,74.4985097257648,20.8293673652153,15.5175682723902,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,T-Motor P15x5,15,5,2
0.6,2668.99999999998,339.141206831038,0.06687100711992,17.887679138184,1.3364198541641,23.9054495451861,18.6902476433518,78.1840458930651,18.1453565143997,14.1867738646786,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,T-Motor P15x5,15,5,2
0.7,2929.99999999997,399.550640257947,0.079119056321959,17.878143157959,1.7115572023392,30.599464686456,24.2760116357687,79.3347592335947,16.4586607657265,13.0574388915633,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,T-Motor P15x5,15,5,2
0.8,2926.99999999996,408.622834275211,0.079006896899515,17.878356170654,1.7192812395096,30.7379223574761,24.21677713683,78.7846909598948,16.873543162511,13.2937688345688,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,T-Motor P15x5,15,5,2
0.9,2926.99999999996,406.820759443031,0.079184198968723,17.877818145752,1.7215728092194,30.7779656078958,24.2711228315023,78.8587625989021,16.7615137654449,13.2179223482745,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,T-Motor P15x5,15,5,2
1.0,2924.00000000005,408.10087994207,0.0792844053184,17.877952346802,1.7207550525665,30.7635768303027,24.2769296225114,78.9145220545298,16.810234501963,13.2657162134698,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,T-Motor P15x5,15,5,2
0.0,0.0,1.4240825462668,0.000225674326161,22.61194535469,0.014938487320903,0.337788258981988,0.0,0.0,,,T-Motor U5 KV400,400,156,42.5,37.5,0.116,T-Motor P15x5,15,5,2
0.14,957.999999999961,20.1155913128377,0.0089704495501096,22.608490705829,0.12046468530512,2.72352471810142,0.899929182432272,33.0428131035879,22.3524158406227,7.38586699035373,T-Motor U5 KV400,400,156,42.5,37.5,0.116,T-Motor P15x5,15,5,2
0.35,3434.99999999999,370.564163214207,0.072919080927032,22.558773199614,1.4263170111709,32.1759619657556,26.229894604418,81.5201566695476,14.1275505983844,11.5168013813726,T-Motor U5 KV400,400,156,42.5,37.5,0.116,T-Motor P15x5,15,5,2
0.5,5030.00000000001,769.364806658645,0.14343250391441,22.471321681073,3.494545583227,78.5270579298668,75.551689931167,96.2110283039546,10.1832905042838,9.79744850935039,T-Motor U5 KV400,400,156,42.5,37.5,0.116,T-Motor P15x5,15,5,2
0.8,7635.99999999998,2091.83875600883,0.38187316356858,22.030487797101,14.200678693105,312.847878659002,305.361075645427,97.6068870769823,6.85037787343202,6.68644059526737,T-Motor U5 KV400,400,156,42.5,37.5,0.116,T-Motor P15x5,15,5,2
1.0,8122.00000000003,2369.46684400096,0.43233680347532,21.84477846614,17.3070765412,378.069252939043,367.717086424294,97.2618332661879,6.44372244717214,6.26728258270449,T-Motor U5 KV400,400,156,42.5,37.5,0.116,T-Motor P15x5,15,5,2
0.0,0.0,1.0095716676918,-0.0001671534347967,23.905965499878,0.035350012332201,0.845076175233859,0.0,0.0,,,T-Motor Antigravity MN4004 300kV,300,53,44.35,19,0.452,T-Motor P15x5,15,5,2
