id,motor,propeller,battery,number_of_batteries,cost,useful_thrust,avail_weight,endurance,throttle
2d03349b,P60 KV340,T-motor 20*6CF,"Battery(name=Turnigy High Capacity 14000mAh 6S 12C Lipo Pack w/XT90, weight=1820.0, cost=212.27, voltage=22.2, capacity_milliamp_hours=14000.0, capacity_watt_hours=310.80)",3,1883.77,4566.222222222223,7784.0,25.330714598321574,67.04295865633075
39f4a68c,P60 KV340,T-motor 20*6CF,"Battery(name=Turnigy High Capacity 14000mAh 6S 12C Lipo Pack w/XT90, weight=1820.0, cost=212.27, voltage=22.2, capacity_milliamp_hours=14000.0, capacity_watt_hours=310.80)",4,2096.04,2746.2222222222226,5964.0,33.77428613109543,67.04295865633075
3e7d3481,P60 KV340,T-motor 20*6CF,"Battery(name=Turnigy High Capacity 14000mAh 6S 12C Lipo Pack w/XT90, weight=1820.0, cost=212.27, voltage=22.2, capacity_milliamp_hours=14000.0, capacity_watt_hours=310.80)",5,2308.3100000000004,926.2222222222226,4144.0,42.21785766386928,67.04295865633075
1f24b762,P60 KV340,T-motor 20*6CF,"Battery(name=Turnigy Graphene Professional 12000mAh 6S 15C LiPo Pack w/ XT90, weight=1610.0, cost=188.86, voltage=22.2, capacity_milliamp_hours=12000.0, capacity_watt_hours=266.40)",1,1435.8200000000002,8416.222222222223,11634.0,7.237347028091878,67.04295865633075
d7935b75,P60 KV340,T-motor 20*6CF,"Battery(name=Turnigy Graphene Professional 12000mAh 6S 15C LiPo Pack w/ XT90, weight=1610.0, cost=188.86, voltage=22.2, capacity_milliamp_hours=12000.0, capacity_watt_hours=266.40)",2,1624.68,6806.222222222223,10024.0,14.474694056183756,67.04295865633075
19765934,P60 KV340,T-motor 20*6CF,"Battery(name=Turnigy Graphene Professional 12000mAh 6S 15C LiPo Pack w/ XT90, weight=1610.0, cost=188.86, voltage=22.2, capacity_milliamp_hours=12000.0, capacity_watt_hours=266.40)",3,1813.54,5196.222222222223,8414.0,21.712041084275633,67.04295865633075
f9c0ba4f,P60 KV340,T-motor 20*6CF,"Battery(name=Turnigy Graphene Professional 12000mAh 6S 15C LiPo Pack w/ XT90, weight=1610.0, cost=188.86, voltage=22.2, capacity_milliamp_hours=12000.0, capacity_watt_hours=266.40)",4,2002.4,3586.2222222222226,6804.0,28.94938811236751,67.04295865633075
b7bf4d1b,P60 KV340,T-motor 20*6CF,"Battery(name=Turnigy Graphene Professional 12000mAh 6S 15C LiPo Pack w/ XT90, weight=1610.0, cost=188.86, voltage=22.2, capacity_milliamp_hours=12000.0, capacity_watt_hours=266.40)",5,2191.26,1976.2222222222226,5194.0,36.18673514045939,67.04295865633075
8ac2d7cb,P60 KV340,T-motor 20*6CF,"Battery(name=Turnigy High Capacity 12000mAh 6S 12C Lipo Pack w/XT90, weight=1650.0, cost=184.26, voltage=22.2, capacity_milliamp_hours=12000.0, capacity_watt_hours=266.40)",1,1431.22,8376.222222222223,11594.0,7.237347028091878,67.04295865633075
78f3ead0,P60 KV340,T-motor 20*6CF,"Battery(name=Turnigy High Capacity 12000mAh 6S 12C Lipo Pack w/XT90, weight=1650.0, cost=184.26, voltage=22.2, capacity_milliamp_hours=12000.0, capacity_watt_hours=266.40)",2,1615.48,6726.222222222223,9944.0,14.474694056183756,67.04295865633075
570d45bf,P60 KV340,T-motor 20*6CF,"Battery(name=Turnigy High Capacity 12000mAh 6S 12C Lipo Pack w/XT90, weight=1650.0, cost=184.26, voltage=22.2, capacity_milliamp_hours=12000.0, capacity_watt_hours=266.40)",3,1799.74,5076.222222222223,8294.0,21.712041084275633,67.04295865633075
e682de2c,P60 KV340,T-motor 20*6CF,"Battery(name=Turnigy High Capacity 12000mAh 6S 12C Lipo Pack w/XT90, weight=1650.0, cost=184.26, voltage=22.2, capacity_milliamp_hours=12000.0, capacity_watt_hours=266.40)",4,1984.0,3426.2222222222226,6644.0,28.94938811236751,67.04295865633075
bade6392,P60 KV340,T-motor 20*6CF,"Battery(name=Turnigy High Capacity 12000mAh 6S 12C Lipo Pack w/XT90, weight=1650.0, cost=184.26, voltage=22.2, capacity_milliamp_hours=12000.0, capacity_watt_hours=266.40)",5,2168.26,1776.2222222222226,4994.0,36.18673514045939,67.04295865633075
1cf59df0,P60 KV340,T-motor 20*6CF,"Battery(name=Turnigy Graphene Panther 6000mAh 6S 75C Battery Pack w/XT90, weight=950.0, cost=98.74, voltage=22.2, capacity_milliamp_hours=6000.0, capacity_watt_hours=133.20)",1,1345.7,9076.222222222223,12294.0,3.618673514045939,67.04295865633075
346d3004,P60 KV340,T-motor 20*6CF,"Battery(name=Turnigy Graphene Panther 6000mAh 6S 75C Battery Pack w/XT90, weight=950.0, cost=98.74, voltage=22.2, capacity_milliamp_hours=6000.0, capacity_watt_hours=133.20)",2,1444.44,8126.222222222223,11344.0,7.237347028091878,67.04295865633075
a67394ad,P60 KV340,T-motor 20*6CF,"Battery(name=Turnigy Graphene Panther 6000mAh 6S 75C Battery Pack w/XT90, weight=950.0, cost=98.74, voltage=22.2, capacity_milliamp_hours=6000.0, capacity_watt_hours=133.20)",3,1543.18,7176.222222222223,10394.0,10.856020542137816,67.04295865633075
11bffaea,P60 KV340,T-motor 20*6CF,"Battery(name=Turnigy Graphene Panther 6000mAh 6S 75C Battery Pack w/XT90, weight=950.0, cost=98.74, voltage=22.2, capacity_milliamp_hours=6000.0, capacity_watt_hours=133.20)",4,1641.92,6226.222222222223,9444.0,14.474694056183756,67.04295865633075
9ad59531,P60 KV340,T-motor 20*6CF,"Battery(name=Turnigy Graphene Panther 6000mAh 6S 75C Battery Pack w/XT90, weight=950.0, cost=98.74, voltage=22.2, capacity_milliamp_hours=6000.0, capacity_watt_hours=133.20)",5,1740.66,5276.222222222223,8494.0,18.093367570229695,67.04295865633075
e86525c8,P60 KV340,T-motor 20*6CF,"Battery(name=Turnigy Graphene Professional 8000mAh 6S 15C LiPo Pack w/XT90, weight=1110.0, cost=119.77, voltage=22.2, capacity_milliamp_hours=8000.0, capacity_watt_hours=177.60)",1,1366.73,8916.222222222223,12134.0,4.824898018727919,67.04295865633075
c47fd112,P60 KV340,T-motor 20*6CF,"Battery(name=Turnigy Graphene Professional 8000mAh 6S 15C LiPo Pack w/XT90, weight=1110.0, cost=119.77, voltage=22.2, capacity_milliamp_hours=8000.0, capacity_watt_hours=177.60)",2,1486.5,7806.222222222223,11024.0,9.649796037455838,67.04295865633075
681dcfa7,P60 KV340,T-motor 20*6CF,"Battery(name=Turnigy Graphene Professional 8000mAh 6S 15C LiPo Pack w/XT90, weight=1110.0, cost=119.77, voltage=22.2, capacity_milliamp_hours=8000.0, capacity_watt_hours=177.60)",3,1606.27,6696.222222222223,9914.0,14.474694056183756,67.04295865633075
0180f5ed,P60 KV340,T-motor 20*6CF,"Battery(name=Turnigy Graphene Professional 8000mAh 6S 15C LiPo Pack w/XT90, weight=1110.0, cost=119.77, voltage=22.2, capacity_milliamp_hours=8000.0, capacity_watt_hours=177.60)",4,1726.04,5586.222222222223,8804.0,19.299592074911676,67.04295865633075
849a44e8,P60 KV340,T-motor 20*6CF,"Battery(name=Turnigy Graphene Professional 8000mAh 6S 15C LiPo Pack w/XT90, weight=1110.0, cost=119.77, voltage=22.2, capacity_milliamp_hours=8000.0, capacity_watt_hours=177.60)",5,1845.81,4476.222222222223,7694.0,24.124490093639594,67.04295865633075
b5b76551,P60 KV340,T-motor 20*6CF,"Battery(name=Turnigy Nano-Tech Plus 6000mAh 6S 70C LiPo Pack w/XT90, weight=1034.0, cost=108.86, voltage=22.2, capacity_milliamp_hours=6000.0, capacity_watt_hours=133.20)",1,1355.82,8992.222222222223,12210.0,3.618673514045939,67.04295865633075
28c571d3,P60 KV340,T-motor 20*6CF,"Battery(name=Turnigy Nano-Tech Plus 6000mAh 6S 70C LiPo Pack w/XT90, weight=1034.0, cost=108.86, voltage=22.2, capacity_milliamp_hours=6000.0, capacity_watt_hours=133.20)",2,1464.68,7958.222222222223,11176.0,7.237347028091878,67.04295865633075
391ed18a,P60 KV340,T-motor 20*6CF,"Battery(name=Turnigy Nano-Tech Plus 6000mAh 6S 70C LiPo Pack w/XT90, weight=1034.0, cost=108.86, voltage=22.2, capacity_milliamp_hours=6000.0, capacity_watt_hours=133.20)",3,1573.54,6924.222222222223,10142.0,10.856020542137816,67.04295865633075
14fd4511,P60 KV340,T-motor 20*6CF,"Battery(name=Turnigy Nano-Tech Plus 6000mAh 6S 70C LiPo Pack w/XT90, weight=1034.0, cost=108.86, voltage=22.2, capacity_milliamp_hours=6000.0, capacity_watt_hours=133.20)",4,1682.4,5890.222222222223,9108.0,14.474694056183756,67.04295865633075
7a017e7c,P60 KV340,T-motor 20*6CF,"Battery(name=Turnigy Nano-Tech Plus 6000mAh 6S 70C LiPo Pack w/XT90, weight=1034.0, cost=108.86, voltage=22.2, capacity_milliamp_hours=6000.0, capacity_watt_hours=133.20)",5,1791.26,4856.222222222223,8074.0,18.093367570229695,67.04295865633075
d07daa18,P60 KV340,T-motor 20*6CF,"Battery(name=LP6100001, weight=1320.0, cost=0.0, voltage=22.2, capacity_milliamp_hours=10000.0, capacity_watt_hours=222.00)",1,1246.96,8706.222222222223,11924.0,6.031122523409898,67.04295865633075
c12e4f4e,P60 KV340,T-motor 20*6CF,"Battery(name=LP6100001, weight=1320.0, cost=0.0, voltage=22.2, capacity_milliamp_hours=10000.0, capacity_watt_hours=222.00)",2,1246.96,7386.222222222223,10604.0,12.062245046819797,67.04295865633075
50a4b5ff,P60 KV340,T-motor 20*6CF,"Battery(name=LP6100001, weight=1320.0, cost=0.0, voltage=22.2, capacity_milliamp_hours=10000.0, capacity_watt_hours=222.00)",3,1246.96,6066.222222222223,9284.0,18.093367570229695,67.04295865633075
dd71878c,P60 KV340,T-motor 20*6CF,"Battery(name=LP6100001, weight=1320.0, cost=0.0, voltage=22.2, capacity_milliamp_hours=10000.0, capacity_watt_hours=222.00)",4,1246.96,4746.222222222223,7964.0,24.124490093639594,67.04295865633075
c54341c6,P60 KV340,T-motor 20*6CF,"Battery(name=LP6100001, weight=1320.0, cost=0.0, voltage=22.2, capacity_milliamp_hours=10000.0, capacity_watt_hours=222.00)",5,1246.96,3426.2222222222226,6644.0,30.155612617049485,67.04295865633075
431501fe,P60 KV340,T-motor 20*6CF,"Battery(name=LP6100002, weight=1320.0, cost=0.0, voltage=22.2, capacity_milliamp_hours=10000.0, capacity_watt_hours=222.00)",1,1246.96,8706.222222222223,11924.0,6.031122523409898,67.04295865633075
2002ae7b,P60 KV340,T-motor 20*6CF,"Battery(name=LP6100002, weight=1320.0, cost=0.0, voltage=22.2, capacity_milliamp_hours=10000.0, capacity_watt_hours=222.00)",2,1246.96,7386.222222222223,10604.0,12.062245046819797,67.04295865633075
49101e13,P60 KV340,T-motor 20*6CF,"Battery(name=LP6100002, weight=1320.0, cost=0.0, voltage=22.2, capacity_milliamp_hours=10000.0, capacity_watt_hours=222.00)",3,1246.96,6066.222222222223,9284.0,18.093367570229695,67.04295865633075
2231b8d3,P60 KV340,T-motor 20*6CF,"Battery(name=LP6100002, weight=1320.0, cost=0.0, voltage=22.2, capacity_milliamp_hours=10000.0, capacity_watt_hours=222.00)",4,1246.96,4746.222222222223,7964.0,24.124490093639594,67.04295865633075
30fe8a3d,P60 KV340,T-motor 20*6CF,"Battery(name=LP6100002, weight=1320.0, cost=0.0, voltage=22.2, capacity_milliamp_hours=10000.0, capacity_watt_hours=222.00)",5,1246.96,3426.2222222222226,6644.0,30.155612617049485,67.04295865633075
7a6212c5,P60 KV340,T-motor 20*6CF,"Battery(name=LP6100003, weight=1320.0, cost=0.0, voltage=22.2, capacity_milliamp_hours=10000.0, capacity_watt_hours=222.00)",1,1246.96,8706.222222222223,11924.0,6.031122523409898,67.04295865633075
6fa52fd4,P60 KV340,T-motor 20*6CF,"Battery(name=LP6100003, weight=1320.0, cost=0.0, voltage=22.2, capacity_milliamp_hours=10000.0, capacity_watt_hours=222.00)",2,1246.96,7386.222222222223,10604.0,12.062245046819797,67.04295865633075
34dcf0cf,P60 KV340,T-motor 20*6CF,"Battery(name=LP6100003, weight=1320.0, cost=0.0, voltage=22.2, capacity_milliamp_hours=10000.0, capacity_watt_hours=222.00)",3,1246.96,6066.222222222223,9284.0,18.093367570229695,67.04295865633075
7d3e081b,P60 KV340,T-motor 20*6CF,"Battery(name=LP6100003, weight=1320.0, cost=0.0, voltage=22.2, capacity_milliamp_hours=10000.0, capacity_watt_hours=222.00)",4,1246.96,4746.222222222223,7964.0,24.124490093639594,67.04295865633075
d099c16a,P60 KV340,T-motor 20*6CF,"Battery(name=LP6100003, weight=1320.0, cost=0.0, voltage=22.2, capacity_milliamp_hours=10000.0, capacity_watt_hours=222.00)",5,1246.96,3426.2222222222226,6644.0,30.155612617049485,67.04295865633075
2543bcb7,P60 KV340,T-motor 20*6CF,"Battery(name=LP6100004, weight=1320.0, cost=0.0, voltage=22.2, capacity_milliamp_hours=10000.0, capacity_watt_hours=222.00)",1,1246.96,8706.222222222223,11924.0,6.031122523409898,67.04295865633075
cd114c88,P60 KV340,T-motor 20*6CF,"Battery(name=LP6100004, weight=1320.0, cost=0.0, voltage=22.2, capacity_milliamp_hours=10000.0, capacity_watt_hours=222.00)",2,1246.96,7386.222222222223,10604.0,12.062245046819797,67.04295865633075
a51303d5,P60 KV340,T-motor 20*6CF,"Battery(name=LP6100004, weight=1320.0, cost=0.0, voltage=22.2, capacity_milliamp_hours=10000.0, capacity_watt_hours=222.00)",3,1246.96,6066.222222222223,9284.0,18.093367570229695,67.04295865633075
2c645904,P60 KV340,T-motor 20*6CF,"Battery(name=LP6100004, weight=1320.0, cost=0.0, voltage=22.2, capacity_milliamp_hours=10000.0, capacity_watt_hours=222.00)",4,1246.96,4746.222222222223,7964.0,24.124490093639594,67.04295865633075
e7e22993,P60 KV340,T-motor 20*6CF,"Battery(name=LP6100004, weight=1320.0, cost=0.0, voltage=22.2, capacity_milliamp_hours=10000.0, capacity_watt_hours=222.00)",5,1246.96,3426.2222222222226,6644.0,30.155612617049485,67.04295865633075
dcd7db7c,P60 KV340,T-motor 20*6CF,"Battery(name=LP6550005, weight=750.0, cost=0.0, voltage=22.2, capacity_milliamp_hours=5500.0, capacity_watt_hours=122.10)",1,1246.96,9276.222222222223,12494.0,3.3171173878754443,67.04295865633075
ddf0a728,P60 KV340,T-motor 20*6CF,"Battery(name=LP6550005, weight=750.0, cost=0.0, voltage=22.2, capacity_milliamp_hours=5500.0, capacity_watt_hours=122.10)",2,1246.96,8526.222222222223,11744.0,6.634234775750889,67.04295865633075
2ac557a6,P60 KV340,T-motor 20*6CF,"Battery(name=LP6550005, weight=750.0, cost=0.0, voltage=22.2, capacity_milliamp_hours=5500.0, capacity_watt_hours=122.10)",3,1246.96,7776.222222222223,10994.0,9.95135216362633,67.04295865633075
782f8429,P60 KV340,T-motor 20*6CF,"Battery(name=LP6550005, weight=750.0, cost=0.0, voltage=22.2, capacity_milliamp_hours=5500.0, capacity_watt_hours=122.10)",4,1246.96,7026.222222222223,10244.0,13.268469551501777,67.04295865633075
1da387a6,P60 KV340,T-motor 20*6CF,"Battery(name=LP6550005, weight=750.0, cost=0.0, voltage=22.2, capacity_milliamp_hours=5500.0, capacity_watt_hours=122.10)",5,1246.96,6276.222222222223,9494.0,16.58558693937722,67.04295865633075
a6f139b9,P60 KV340,T-motor 20*6CF,"Battery(name=LP6550006, weight=750.0, cost=0.0, voltage=22.2, capacity_milliamp_hours=5500.0, capacity_watt_hours=122.10)",1,1246.96,9276.222222222223,12494.0,3.3171173878754443,67.04295865633075
5fce1eaf,P60 KV340,T-motor 20*6CF,"Battery(name=LP6550006, weight=750.0, cost=0.0, voltage=22.2, capacity_milliamp_hours=5500.0, capacity_watt_hours=122.10)",2,1246.96,8526.222222222223,11744.0,6.634234775750889,67.04295865633075
1113c02a,P60 KV340,T-motor 20*6CF,"Battery(name=LP6550006, weight=750.0, cost=0.0, voltage=22.2, capacity_milliamp_hours=5500.0, capacity_watt_hours=122.10)",3,1246.96,7776.222222222223,10994.0,9.95135216362633,67.04295865633075
3502df15,P60 KV340,T-motor 20*6CF,"Battery(name=LP6550006, weight=750.0, cost=0.0, voltage=22.2, capacity_milliamp_hours=5500.0, capacity_watt_hours=122.10)",4,1246.96,7026.222222222223,10244.0,13.268469551501777,67.04295865633075
230cccac,P60 KV340,T-motor 20*6CF,"Battery(name=LP6550006, weight=750.0, cost=0.0, voltage=22.2, capacity_milliamp_hours=5500.0, capacity_watt_hours=122.10)",5,1246.96,6276.222222222223,9494.0,16.58558693937722,67.04295865633075
ea1c036f,P60 KV340,T-motor 20*6CF,"Battery(name=LP650007, weight=750.0, cost=0.0, voltage=22.2, capacity_milliamp_hours=5000.0, capacity_watt_hours=111.00)",1,1246.96,9276.222222222223,12494.0,3.015561261704949,67.04295865633075
a6a4d334,P60 KV340,T-motor 20*6CF,"Battery(name=LP650007, weight=750.0, cost=0.0, voltage=22.2, capacity_milliamp_hours=5000.0, capacity_watt_hours=111.00)",2,1246.96,8526.222222222223,11744.0,6.031122523409898,67.04295865633075
7722ad38,P60 KV340,T-motor 20*6CF,"Battery(name=LP650007, weight=750.0, cost=0.0, voltage=22.2, capacity_milliamp_hours=5000.0, capacity_watt_hours=111.00)",3,1246.96,7776.222222222223,10994.0,9.046683785114848,67.04295865633075
57617212,P60 KV340,T-motor 20*6CF,"Battery(name=LP650007, weight=750.0, cost=0.0, voltage=22.2, capacity_milliamp_hours=5000.0, capacity_watt_hours=111.00)",4,1246.96,7026.222222222223,10244.0,12.062245046819797,67.04295865633075
73653358,P60 KV340,T-motor 20*6CF,"Battery(name=LP650007, weight=750.0, cost=0.0, voltage=22.2, capacity_milliamp_hours=5000.0, capacity_watt_hours=111.00)",5,1246.96,6276.222222222223,9494.0,15.077806308524742,67.04295865633075
a65237ee,P60 KV340,T-motor 20*6CF,"Battery(name=LP650008, weight=750.0, cost=0.0, voltage=22.2, capacity_milliamp_hours=5000.0, capacity_watt_hours=111.00)",1,1246.96,9276.222222222223,12494.0,3.015561261704949,67.04295865633075
997c6317,P60 KV340,T-motor 20*6CF,"Battery(name=LP650008, weight=750.0, cost=0.0, voltage=22.2, capacity_milliamp_hours=5000.0, capacity_watt_hours=111.00)",2,1246.96,8526.222222222223,11744.0,6.031122523409898,67.04295865633075
1ea8c51c,P60 KV340,T-motor 20*6CF,"Battery(name=LP650008, weight=750.0, cost=0.0, voltage=22.2, capacity_milliamp_hours=5000.0, capacity_watt_hours=111.00)",3,1246.96,7776.222222222223,10994.0,9.046683785114848,67.04295865633075
95422ee6,P60 KV340,T-motor 20*6CF,"Battery(name=LP650008, weight=750.0, cost=0.0, voltage=22.2, capacity_milliamp_hours=5000.0, capacity_watt_hours=111.00)",4,1246.96,7026.222222222223,10244.0,12.062245046819797,67.04295865633075
c22a97dd,P60 KV340,T-motor 20*6CF,"Battery(name=LP650008, weight=750.0, cost=0.0, voltage=22.2, capacity_milliamp_hours=5000.0, capacity_watt_hours=111.00)",5,1246.96,6276.222222222223,9494.0,15.077806308524742,67.04295865633075
b7165c2e,P60 KV340,T-motor 20*6CF,"Battery(name=LP650009, weight=750.0, cost=0.0, voltage=22.2, capacity_milliamp_hours=5000.0, capacity_watt_hours=111.00)",1,1246.96,9276.222222222223,12494.0,3.015561261704949,67.04295865633075
ec4c1224,P60 KV340,T-motor 20*6CF,"Battery(name=LP650009, weight=750.0, cost=0.0, voltage=22.2, capacity_milliamp_hours=5000.0, capacity_watt_hours=111.00)",2,1246.96,8526.222222222223,11744.0,6.031122523409898,67.04295865633075
70281184,P60 KV340,T-motor 20*6CF,"Battery(name=LP650009, weight=750.0, cost=0.0, voltage=22.2, capacity_milliamp_hours=5000.0, capacity_watt_hours=111.00)",3,1246.96,7776.222222222223,10994.0,9.046683785114848,67.04295865633075
bdc5526a,P60 KV340,T-motor 20*6CF,"Battery(name=LP650009, weight=750.0, cost=0.0, voltage=22.2, capacity_milliamp_hours=5000.0, capacity_watt_hours=111.00)",4,1246.96,7026.222222222223,10244.0,12.062245046819797,67.04295865633075
9bbd5ad0,P60 KV340,T-motor 20*6CF,"Battery(name=LP650009, weight=750.0, cost=0.0, voltage=22.2, capacity_milliamp_hours=5000.0, capacity_watt_hours=111.00)",5,1246.96,6276.222222222223,9494.0,15.077806308524742,67.04295865633075
d60fdc38,P60 KV340,T-motor 22*6.6CF,"Battery(name=Turnigy High Capacity 10000mAh 6S 12C Lipo Pack w/XT90, weight=1320.0, cost=119.99, voltage=22.2, capacity_milliamp_hours=10000.0, capacity_watt_hours=222.00)",1,1551.03,11950.666666666664,11924.0,4.9016495896584065,64.36685288640595
2588f7af,P60 KV340,T-motor 22*6.6CF,"Battery(name=Turnigy High Capacity 10000mAh 6S 12C Lipo Pack w/XT90, weight=1320.0, cost=119.99, voltage=22.2, capacity_milliamp_hours=10000.0, capacity_watt_hours=222.00)",2,1671.02,10630.666666666664,10604.0,9.803299179316813,64.36685288640595
4f9f9389,P60 KV340,T-motor 22*6.6CF,"Battery(name=Turnigy High Capacity 10000mAh 6S 12C Lipo Pack w/XT90, weight=1320.0, cost=119.99, voltage=22.2, capacity_milliamp_hours=10000.0, capacity_watt_hours=222.00)",3,1791.01,9310.666666666664,9284.0,14.70494876897522,64.36685288640595
714d11e1,P60 KV340,T-motor 22*6.6CF,"Battery(name=Turnigy High Capacity 10000mAh 6S 12C Lipo Pack w/XT90, weight=1320.0, cost=119.99, voltage=22.2, capacity_milliamp_hours=10000.0, capacity_watt_hours=222.00)",4,1911.0,7990.666666666664,7964.0,19.606598358633626,64.36685288640595
173528df,P60 KV340,T-motor 22*6.6CF,"Battery(name=Turnigy High Capacity 10000mAh 6S 12C Lipo Pack w/XT90, weight=1320.0, cost=119.99, voltage=22.2, capacity_milliamp_hours=10000.0, capacity_watt_hours=222.00)",5,2030.9899999999998,6670.666666666664,6644.0,24.50824794829203,64.36685288640595
af933a03,P60 KV340,T-motor 22*6.6CF,"Battery(name=Turnigy High Capacity 16000mAh 6S 12C Lipo Pack w/XT90, weight=2015.0, cost=235.17, voltage=22.2, capacity_milliamp_hours=16000.0, capacity_watt_hours=355.20)",1,1666.21,11255.666666666664,11229.0,7.842639343453452,64.36685288640595
9e0e6fcc,P60 KV340,T-motor 22*6.6CF,"Battery(name=Turnigy High Capacity 16000mAh 6S 12C Lipo Pack w/XT90, weight=2015.0, cost=235.17, voltage=22.2, capacity_milliamp_hours=16000.0, capacity_watt_hours=355.20)",2,1901.3799999999999,9240.666666666664,9214.0,15.685278686906903,64.36685288640595
d33f3ccc,P60 KV340,T-motor 22*6.6CF,"Battery(name=Turnigy High Capacity 16000mAh 6S 12C Lipo Pack w/XT90, weight=2015.0, cost=235.17, voltage=22.2, capacity_milliamp_hours=16000.0, capacity_watt_hours=355.20)",3,2136.55,7225.666666666664,7199.0,23.52791803036035,64.36685288640595
1dda957d,P60 KV340,T-motor 22*6.6CF,"Battery(name=Turnigy High Capacity 16000mAh 6S 12C Lipo Pack w/XT90, weight=2015.0, cost=235.17, voltage=22.2, capacity_milliamp_hours=16000.0, capacity_watt_hours=355.20)",4,2371.72,5210.666666666664,5184.0,31.370557373813806,64.36685288640595
e0fa6257,P60 KV340,T-motor 22*6.6CF,"Battery(name=Turnigy High Capacity 16000mAh 6S 12C Lipo Pack w/XT90, weight=2015.0, cost=235.17, voltage=22.2, capacity_milliamp_hours=16000.0, capacity_watt_hours=355.20)",5,2606.89,3195.6666666666642,3169.0,39.21319671726725,64.36685288640595
55663b17,P60 KV340,T-motor 22*6.6CF,"Battery(name=Turnigy Heavy Duty 5000mAh 6S 60C LiPo Pack w/XT90, weight=750.0, cost=84.82, voltage=22.2, capacity_milliamp_hours=5000.0, capacity_watt_hours=111.00)",1,1515.86,12520.666666666664,12494.0,2.4508247948292032,64.36685288640595
b36448ac,P60 KV340,T-motor 22*6.6CF,"Battery(name=Turnigy Heavy Duty 5000mAh 6S 60C LiPo Pack w/XT90, weight=750.0, cost=84.82, voltage=22.2, capacity_milliamp_hours=5000.0, capacity_watt_hours=111.00)",2,1600.6799999999998,11770.666666666664,11744.0,4.9016495896584065,64.36685288640595
0cad9b57,P60 KV340,T-motor 22*6.6CF,"Battery(name=Turnigy Heavy Duty 5000mAh 6S 60C LiPo Pack w/XT90, weight=750.0, cost=84.82, voltage=22.2, capacity_milliamp_hours=5000.0, capacity_watt_hours=111.00)",3,1685.5,11020.666666666664,10994.0,7.35247438448761,64.36685288640595
8b403ed4,P60 KV340,T-motor 22*6.6CF,"Battery(name=Turnigy Heavy Duty 5000mAh 6S 60C LiPo Pack w/XT90, weight=750.0, cost=84.82, voltage=22.2, capacity_milliamp_hours=5000.0, capacity_watt_hours=111.00)",4,1770.32,10270.666666666664,10244.0,9.803299179316813,64.36685288640595
c1e07f00,P60 KV340,T-motor 22*6.6CF,"Battery(name=Turnigy Heavy Duty 5000mAh 6S 60C LiPo Pack w/XT90, weight=750.0, cost=84.82, voltage=22.2, capacity_milliamp_hours=5000.0, capacity_watt_hours=111.00)",5,1855.1399999999999,9520.666666666664,9494.0,12.254123974146015,64.36685288640595
1419d385,P60 KV340,T-motor 22*6.6CF,"Battery(name=Turnigy High Capacity 20000mAh 6S 12C Lipo Pack w/XT90, weight=2630.0, cost=302.28, voltage=22.2, capacity_milliamp_hours=20000.0, capacity_watt_hours=444.00)",1,1733.32,10640.666666666664,10614.0,9.803299179316813,64.36685288640595
b93f4817,P60 KV340,T-motor 22*6.6CF,"Battery(name=Turnigy High Capacity 20000mAh 6S 12C Lipo Pack w/XT90, weight=2630.0, cost=302.28, voltage=22.2, capacity_milliamp_hours=20000.0, capacity_watt_hours=444.00)",2,2035.6,8010.666666666664,7984.0,19.606598358633626,64.36685288640595
e7cf8648,P60 KV340,T-motor 22*6.6CF,"Battery(name=Turnigy High Capacity 20000mAh 6S 12C Lipo Pack w/XT90, weight=2630.0, cost=302.28, voltage=22.2, capacity_milliamp_hours=20000.0, capacity_watt_hours=444.00)",3,2337.88,5380.666666666664,5354.0,29.40989753795044,64.36685288640595
e23bb6bc,P60 KV340,T-motor 22*6.6CF,"Battery(name=Turnigy High Capacity 20000mAh 6S 12C Lipo Pack w/XT90, weight=2630.0, cost=302.28, voltage=22.2, capacity_milliamp_hours=20000.0, capacity_watt_hours=444.00)",4,2640.16,2750.6666666666642,2724.0,39.21319671726725,64.36685288640595
485ec55e,P60 KV340,T-motor 22*6.6CF,"Battery(name=Turnigy High Capacity 20000mAh 6S 12C Lipo Pack w/XT90, weight=2630.0, cost=302.28, voltage=22.2, capacity_milliamp_hours=20000.0, capacity_watt_hours=444.00)",5,2942.4399999999996,120.66666666666424,94.0,49.01649589658406,64.36685288640595
381d8814,P60 KV340,T-motor 22*6.6CF,"Battery(name=Turnigy High Capacity 14000mAh 6S 12C Lipo Pack w/XT90, weight=1820.0, cost=212.27, voltage=22.2, capacity_milliamp_hours=14000.0, capacity_watt_hours=310.80)",1,1643.31,11450.666666666664,11424.0,6.86230942552177,64.36685288640595
f4862910,P60 KV340,T-motor 22*6.6CF,"Battery(name=Turnigy High Capacity 14000mAh 6S 12C Lipo Pack w/XT90, weight=1820.0, cost=212.27, voltage=22.2, capacity_milliamp_hours=14000.0, capacity_watt_hours=310.80)",2,1855.58,9630.666666666664,9604.0,13.72461885104354,64.36685288640595
13a10d00,P60 KV340,T-motor 22*6.6CF,"Battery(name=Turnigy High Capacity 14000mAh 6S 12C Lipo Pack w/XT90, weight=1820.0, cost=212.27, voltage=22.2, capacity_milliamp_hours=14000.0, capacity_watt_hours=310.80)",3,2067.85,7810.666666666664,7784.0,20.58692827656531,64.36685288640595
